TITLE,DATE
"
			'SKY 캐슬' 조재윤 ""사랑해주신 시청자분들께 감사""..종영 소감
		",2019.02.02. 오전 8:09
"
			스카이캐슬 결방에 더 관심 끄는 결말…조재윤 ""무엇을 상상하든…충격"" 귀띔(인터뷰)
		",2019.01.26. 오전 1:27
"
			""K팝 새바람 우리가 이끈다""…차세대 아이돌 잇따라 출격
		",2019.01.11. 오후 5:57
"
			'SKY 캐슬' 조재윤, 하이마트에 러브콜 ""찐찐네 가족 단체 광고 어때요?"" (인터뷰)
		",2019.01.25. 오후 11:02
"
			'SKY캐슬' 조재윤 ""현장 분위기 메이커 1등 오나라…제가 졌다"" (인터뷰)
		",2019.01.25. 오후 3:11
"
			체리블렛, 데뷔와 함께 학생복 모델 발탁…’화려한 데뷔’
		",2019.01.22. 오후 5:42
"
			체리블렛, '음방' 전부터 이례적 관심…데뷔곡 MV 100만뷰
		",2019.01.22. 오후 2:50
"
			체리블렛, ‘Q&amp;A’ M/V 공개 15시간 만 100만 뷰 돌파
		",2019.01.22. 오후 4:40
"
			트와이스, 걸그룹 최초 日돔투어 출격…'방탄소년단 동생' 신인그룹 데뷔 예고
		",2019.01.04. 오후 5:22
"
			곽동연 영화 '야구소녀' 캐스팅, 2019년도 '열일' 예고
		",2019.01.04. 오후 1:33
"
			'권광진 탈퇴' 엔플라잉, 4인 체제 활동 스타트
		",2019.01.02. 오전 9:37
"
			씨엔블루, FNC와 재계약 체결…연내 컴백 예고 [공식]
		",2020.10.21. 오전 9:59
"
			'FNC 신인' 피원하모니, 28일 데뷔 확정 [공식]
		",2020.10.13. 오전 10:11
"FNC엔터테인먼트, AOA 리더 지민 탈퇴에 4% 급락",2020-07-06 10:00
"
			FNC, 새 보이그룹 피원하모니 10월 론칭 [공식]
		",2020.09.01. 오전 10:17
"
			FNC ""입장 표명 늦어진 이유는…권민아 건강 회복이 우선"" [전문]
		",2020.08.09. 오후 5:09
"
			권민아 ""FNC 회장님 진심 느껴…극단적 시도 반성"" [전문]
		",2020.08.12. 오전 9:13
"
			권민아, FNC·지민 또 저격 ""사과가 그렇게 어려웠니…다시 극단적 선택"" [전문]
		",2020.08.06. 오전 9:31
"[연예 마켓+] 권민아 AOA 지민 저격 충격, FNC 시총 39억 증발",2020-07-06 16:15
"
			[이슈+] 괴롭힘 폭로 권민아→AOA 지민 팀 탈퇴 '후폭풍'…FNC 무능 대처 비난 '봇물'
		",2020.07.06. 오전 11:05
"
			FNC, 뜬금포 '설현 태국 담배' 루머에 ""법적 조치"" [공식]
		",2020.07.22. 오후 5:58
"
			문세윤, 2020 KBS 연예대상 최우수상 수상…데뷔 후 첫 수상 영광
		",2020.12.25. 오전 8:21
"배우 매니저들 강타한 코로나…""검사중"" 지라시에 2연타 '몸살'",2020-12-07 16:17
BTS 스토리텔링처럼…K팝 '세계관 구축' 열풍,2020-09-15 17:27
"
			정형돈, 불안장애 재발…방송 '올스톱' [공식]
		",2020.11.06. 오전 9:17
"
			정형돈, 방송 활동 다시 중단…""불안장애 악화""
		",2020.11.05. 오후 10:57
정형돈 괴롭힌 '불안장애' 뭐길래…,2020-11-06 11:29
"
			권민아, 불면의 밤 ""수면제 먹어도 못자…아직은 힘들다""
		",2020.10.26. 오전 9:57
"
			""AOA 시절 괴롭힘당했다"" 주장 권민아, 현 소속사와 계약종료
		",2020.09.26. 오후 2:03
BTS가 버는 돈 얼마길래…납득되는 방시혁의 '600억 선물',2020-09-05 8:40
"
			초아, AOA 이후 무려 3년 만 활동 재개…""진심 담아 활동할 것"" [종합]
		",2020.08.21. 오후 8:35
"
			초아, 신생기획사와 손잡고 활동 재개…심리적 문제 극복했나
		",2020.08.21. 오후 5:23
"
			권민아 ""AOA 멤버들 팔로우 끊은 이유는…"", 설현·찬미 등 모두 방관자
		",2020.08.06. 오후 2:49
"
			""설현도 방관자""…권민아 폭로→지민 탈퇴에도 논란 ing
		",2020.07.06. 오전 10:12
"
			AOA 지민, '동료 괴롭힘 논란'에 팀 탈퇴…연예활동도 중단
		",2020.07.05. 오후 2:20
"
			업텐션 비토 코로나 확진, 가요계 비상…MAMA 어쩌나 [종합]
		",2020.11.30. 오후 5:17
"
			씨엔블루, 신곡 '과거 현재 미래' MV 티저 공개…""씨엔블루의 진정성과 자신감""
		",2020.11.16. 오후 12:21
"
			씨엔블루, 신곡 '과거 현재 미래' MV 티저 공개…새로운 2막 기대
		",2020.11.13. 오후 3:23
"
			'3년 8개월만 컴백' 씨엔블루, 미니 8집 'RE-CODE' 개인 재킷사진 공개
		",2020.11.12. 오전 9:59
"
			'17일 컴백' 씨엔블루, 미니 8집 재킷사진 최초 공개
		",2020.11.11. 오전 10:47
"[연예 마켓+] ""으뜸아, 나에게만 속삭여 줘""…팬덤도 비대면 소통이 대세",2020-10-31 8:48
"
			""새롭게 정의하는 씨엔블루""…미니 8집 플랜포스터 공개
		",2020.11.09. 오전 8:40
"
			씨엔블루, '과거 현재 미래'로 11월 17일 컴백…타이틀 포스터 공개
		",2020.11.08. 오전 8:24
"
			정형돈 활동중단 후…아내 한유라 ""마음 다 알아요""
		",2020.11.06. 오후 6:07
"
			'프듀X' 출신만 6명…드리핀, 올 비주얼·트렌디함 내세운 당찬 데뷔 [종합]
		",2020.10.28. 오후 5:20
"
			""목표는 신인상"" 신인그룹 피원하모니, 데뷔 쇼케이스 열려
		",2020.10.28. 오후 8:52
"
			정해인, '설강화' 출연 확정…블랙핑크 지수와 호흡 [공식]
		",2020.10.05. 오전 9:41
"
			김혜윤에 블랙핑크 지수·정해인까지…'설강화' 어떤 작품이길래
		",2020.08.24. 오후 12:15
"
			[이슈+] 설현이 방관자라 '낮과 밤' 출연이 불편하다고?
		",2020.08.11. 오전 11:50
"
			'컴백 D-3' 체리블렛, 랜선파티 서머송 '알로하오에' 티저 공개
		",2020.08.04. 오전 8:09
"
			'체리블렛 ‘알로하오에 (Aloha Oe)’, 여름 휴양지 설렘
		",2020.08.01. 오후 2:37
"
			SF9, 음악방송 1위 공약 실천…도복 안무 영상 '탄탄+절도'
		",2020.07.30. 오전 9:06
"
			노홍철 18세 연하와 결혼설? ""사실무근""
		",2020.07.28. 오전 11:14
"
			'바람과 구름과 비' 성혁 ""첫 사극 도전, 겸손한 마음 배웠다"" 종영 소감
		",2020.07.26. 오전 11:54
"
			SF9 다원, 건성건성 '릴레이 댄스' 사과→학폭 의혹 부인…이틀째 '시끌' [종합]
		",2020.07.15. 오후 5:47
"
			SF9 다원 학폭 의혹 불거져, 소속사 ""사실 무근"" [공식]
		",2020.07.15. 오전 9:52
"
			'6일 컴백' SF9, 신곡 '여름 향기가 날 춤추게 해' MV 티저 공개
		",2020.07.04. 오전 9:42
"
			'소설'이라던 AOA 지민…""모자랐던 리더"" 공식 사과
		",2020.07.04. 오후 9:10
"
			권민아, AOA 시절 괴롭힘 폭로…""지민 때문에 극단적 시도"" [종합]
		",2020.07.03. 오후 9:14
"
			SF9, 미니 8집 '9loryUS' 하이라이트 메들리+트랙리스트 공개
		",2020.07.03. 오전 8:40
"
			권민아 ""AOA 탈퇴하기 싫었는데…10년간 괴롭힘 당해"" 의미심장 심경글 [전문]
		",2020.07.03. 오후 2:15
"
			AOA 탈퇴 권민아, 지민 괴롭힘 폭로 ""소설이라고? 언니 천벌 받아""…유경도 가세?
		",2020.07.03. 오후 6:02
