"
			'데뷔' 핫이슈 ""전 멤버가 메인 래퍼·보컬·댄서 다 되는 게 목표""
		",2021.04.28. 오후 2:50
"
			'데뷔' 핫이슈 ""'홍승성 설립' S2 1호 그룹? 좋은 출발되어야죠"" [종합]
		",2021.04.28. 오후 3:19
데뷔 후 3년 동안 20만원 정산…연습생에  드는 돈 얼마길래 [연예 마켓+],2021-04-17 5:29
"BTS·블랙핑크·트와이스, 2분기 줄줄이 컴백 예고…비수기 견딘 엔터株, ""실적 모멘텀 시작""",2021-04-15 17:39
"
			니쥬, 30일 새 리얼리티 '니쥬 스카우트' 공개 예고
		",2021.04.22. 오전 9:29
"
			니쥬 최고기록, 선공개 신곡도 열도 강타
		",2021.04.07. 오후 12:14
일본인 그룹이 한국 걸그룹인 척?…니쥬 '한국어 인사' 논란,2021-04-16 10:30
1조에 이타카까지 꿀꺽…美·日 침투하는 K팝 [연계소문],2021-04-11 5:34
"
			日서 잘 나가는 니쥬, 연속 흥행 청신호…차트 1위+방송가 장악
		",2021.03.30. 오전 11:27
[연예 마켓+] 韓 엔터는 中 텐센트 손 안에 있다고?,2021-03-20 5:14
메타버스 올라탄다…빅히트 목표가 '빅점프',2021-03-16 17:33
"
			데이식스 제이, 개인방송 중 19금 발언을?…""상처 드려 죄송"" [종합]
		",2021.03.23. 오전 9:28
"
			워너뮤직코리아 첫 국내 레이블은 '블루 소속사' 언컷포인트 [공식]
		",2021.03.22. 오후 2:55
"스트레이 키즈 현진, 4일만에 학폭 인정 ""피해자 만나 사과""",2021-02-26 19:50
"
			스트레이키즈 현진, 학폭 가해 의혹에 사과 ""후회하고 반성""
		",2021.02.27. 오전 1:21
랜선 콘서트·VR 팬미팅…엔터산업이 'IT 플랫폼' 꿈의 무대로,2021-02-02 17:33
"
			박진영X요요미 '촌스러운 사랑노래'…아날로그 감성 제대로
		",2021.02.09. 오후 2:41
"
			박진영X요요미, 레트로의 진수 보여줄 '촌스러운 사랑노래'
		",2021.02.05. 오전 10:23
엔터 빅3는 옛말…YG·네이버 손잡고 플랫폼 시대 연 빅히트 [연예 마켓+],2021-01-30 8:24
'조선구마사' 폐지에…SBS·YG엔터 시총 700억 증발,2021-03-28 17:29
"[연예 마켓+] '조선구마사' 다음은 JTBC·CJ ENM? ""中 묻은 콘텐츠 안 본다""",2021-03-27 5:08
"
			트와이스, '우아하게'로 4억뷰 MV 추가…통산 6번째 [공식]
		",2021.03.23. 오전 10:31
"
			ITZY, 4월 30일 컴백 확정…'4세대 대표 걸그룹' 굳히기 [공식]
		",2021.03.22. 오전 10:50
"
			트와이스, 5월 12일 日 싱글 '쿠라 쿠라' 발표…박진영 지원사격 [공식]
		",2021.03.08. 오후 2:02
가상현실 SNS '제페토' 세계 2억명 홀렸다,2021-03-04 17:07
"
			끝 모르는 연예인 학폭 의혹…소속사들 ""허위""·""확인 중"" [종합]
		",2021.02.23. 오후 1:59
나는 중국인 쯔위 사과하게 만든 대만 국기가 中 대사관앞에? [송영찬의 디플로마티크],2021-02-27 13:01
'BTS 기대감' 상장 주가 회복한 빅히트…지금 사도 될까? [분석+],2021-02-18 10:52
"
			[인터뷰+] 유영재 ""B.A.P 해체 겪으며 연예인 그만두려 했지만…""
		",2021.02.22. 오후 3:56
"
			ITZY, 데뷔 2주년 인사 ""많은 사랑 덕분에 시간 빨리 흘러""
		",2021.02.12. 오후 2:46
횡보장 이어지는 코스피…전문가들이 본 1분기 투자 성공법,2021-02-10 13:06
"
			박진영 PDX요요미 '촌스러운 사랑노래', 레트로란 이런 것 [신곡in가요]
		",2021.02.10. 오후 6:00
1분기 투자 성공 공식…'괴리율+기관매도+실적 개선',2021-02-10 16:28
학폭 가해자 설 자리 없다 …9살 아들 둔 진달래 드러난 과거,2021-02-01 16:22
깜짝실적·현금부자…'알짜株' 담아볼까,2021-01-05 17:27
TITLE,DATE
"
			갓세븐 진영 JYP 떠날까
		",2020.12.23. 오후 4:23
"JYP·YG·SM·빅히트, 2020년 '열일'한 4대 엔터 내년은? [연계소문]",2020-12-20 11:47
"[연예마켓] 니쥬, 데뷔부터 日서 터지자…JYP도 터졌다",2020-12-03 14:01
"
			JYP 박진영 안목 통했다…니쥬, 日 오리콘 주간 차트 정상 [공식]
		",2020.12.08. 오후 2:35
[연계소문] 아이돌 4세대 우위를 점하라…SM·JYP·YG·빅히트 총력,2020-11-14 8:56
"
			JYP ""갓세븐 영재 학폭? 한 차례 다툼 있었지만 주장 사실 아냐"" [공식]
		",2020.10.21. 오후 2:20
"
			JYP ""갓세븐 영재 학폭 글 작성자 만나…근거 제시 못해"" [공식]
		",2020.10.22. 오전 8:55
"
			니쥬, '메이크 유 해피' MV 2억뷰 돌파…오늘 '홍백가합전' 출연
		",2020.12.31. 오전 9:28
"
			日 사로잡은 JYP 니쥬, 데뷔 싱글 선공개 후 라인 뮤직 1위
		",2020.11.26. 오전 11:09
"
			JYP 니쥬, 데뷔 전에 日 '홍백가합전' 출연 확정
		",2020.11.17. 오후 7:57
"
			강다니엘·지효 결별? JYP ""최근 헤어져"" [공식]
		",2020.11.10. 오전 9:07
"
			트와이스 채영, 타투이스트 침화사와 열애설…JYP '묵묵부답'
		",2020.11.06. 오후 5:35
"
			박진영X싸이, SBS '라우드' 통해 보이그룹 만든다…JYP·피네이션 합작 기대
		",2020.11.02. 오후 2:39
"
			갓세븐, 30일 정규 4집 컴백·23일 선공개곡 공개…JYP '열일' 계속
		",2020.11.09. 오전 10:41
"
			'JYP 신인' 니쥬, 日 코카콜라 모델 발탁…남다른 대세 행보
		",2020.11.06. 오후 12:32
"
			JYP ""갓세븐 영재 학폭 의혹? 사실 관계 파악 중""
		",2020.10.21. 오전 9:49
"
			유빈, 신곡 커밍순 이미지 깜짝 공개… '걸크러시' 콘셉트로 컴백?
		",2020.12.23. 오전 7:58
"
			열도 홀린 신예들…니쥬·엔하이픈, 日 오리콘 차트서 두각
		",2020.12.10. 오후 4:02
"
			사나 포함 트와이스 멤버 전원 코로나19 음성 [공식]
		",2020.12.07. 오후 11:04
'코·피株' 상처 빠르게 아물고 있다는데…,2020-12-18 17:28
찔끔찔끔 오르는 주가…산타랠리는 '글쎄',2020-12-21 17:14
"
			트와이스 모모·미나, '크라이 포 미' 티저 속 인간 흑장미
		",2020.12.15. 오전 9:46
"
			트와이스, 신곡 '크라이 포 미' 오늘 발표…""한층 짙어진 매력""
		",2020.12.18. 오전 11:42
"
			트와이스, 숨 막히는 강렬함…'크라이 포 미' 콘셉트 필름 공개
		",2020.12.14. 오전 9:42
中 빗장 푼 컴투스…'게임株 랠리' 신호탄 쐈다,2020-12-03 17:36
"
			아라시, K팝 뿌리는 일본이라더니…데이식스 MV 표절 의혹
		",2020.12.14. 오후 2:41
"네이버 - CJ, 콘텐츠 협업…첫 작품은 '증강현실 아바타'",2020-12-08 17:44
"
			트와이스 사나, 청하와 접촉…코로나19 검사 후 결과 대기 중 [공식]
		",2020.12.07. 오후 4:51
"900선 뚫은 코스닥…""코스피兄, 이젠 내가 달릴 차례""",2020-12-03 17:34
"컴백 앞둔 청하, 코로나19 확진…접촉한 트와이스도 검사",2020-12-07 17:11
유명 안무가와 FC서울이 한자리에 모였다! '서울메이드 소사이어티 토크쇼' 2회차 오늘 오후 공개 예정,2020-12-23 17:29
[생글기자 코너] 방탄소년단으로 대표되는 K팝 열풍의 요인,2020-11-23 9:04
"
			트와이스 채영, 침화사와 열애설 입장 無 '뮤직뱅크'서는 밝은 표정
		",2020.11.07. 오전 12:20
"
			트와이스 쯔위 ""박진영, 개그맨인 줄 알았다""…이유가?
		",2020.10.27. 오후 4:41
[연예 마켓+] 구관이 명관…코로나 위기 이겨낸 SM의 어닝서프라이즈,2020-10-11 8:31
"LG, 대형·환경가전 1위…설화수·교촌 2년째 수성",2020-11-01 17:31
"추석 끝, 아미들도 참전…빅히트 상장에 쏠린 눈",2020-10-04 8:31
"
			트와이스 정연, 활동 잠정 중단…""불안 증세 호소""[공식]
		",2020.10.17. 오후 6:16
"
			꽃보다 트와이스…정규 2집 단체 이미지 공개
		",2020.10.12. 오전 10:09
"
			트와이스 쯔위, 여신 아냐?…정규 2집 개인 콘셉트 포토 공개
		",2020.10.15. 오후 3:55
'빅히트' 주식거래 초읽기…'따상' 성공할 경우 1주당 가격은,2020-10-14 7:59
"
			낙준, 버나드 박으로 활동명 재변경 ""새로운 버나드 박 되겠다""
		",2020.10.07. 오후 3:59
"
			트와이스 26일 정규 2집 발매…데뷔 5주년 이벤트도 개최
		",2020.10.01. 오후 12:11
'빅히트' 청약에 역대 두번째 많은 58조…'따상'으로 이어질까,2020-10-06 16:49
"
			업텐션 비토 코로나 확진, 가요계 비상…MAMA 어쩌나 [종합]
		",2020.11.30. 오후 5:17
"
			홍승성 회장 설립 S2엔터, 내년 상반기 걸그룹 론칭 [공식]
		",2020.11.17. 오전 9:46
[연예 마켓+] 방탄소년단·세븐틴·NCT 공통점은?,2020-11-08 8:35
"
			""지켜봐줘, 위대한 내 첫 스텝을""…제이미, 음악 비행의 시작 '아폴로 11' [신곡in가요]
		",2020.11.11. 오후 6:07
"[연예 마켓+] ""으뜸아, 나에게만 속삭여 줘""…팬덤도 비대면 소통이 대세",2020-10-31 8:48
'사랑의 불시착·한류' 일본 유행어 대상 후보 올랐다 [정영효의 인사이드 재팬],2020-11-06 7:46
"
			트와이스 채영, 타투이스트 침화사와 열애설…네티즌 증거 보니
		",2020.11.06. 오후 2:24
"
			후쿠하라 모네 ""아이린에 괴롭힘…슬기가 도와줘"" 폭로글 삭제
		",2020.10.24. 오전 4:07
"[이슈+] 심판대 오르는 스타 사생활 ""가혹"" vs ""팬이라면 알아야""",2020-10-31 8:27
"
			트와이스, '예쁜 애 옆 예쁜 애'의 정석
		",2020.10.27. 오후 2:19
중국발 악재 안 무섭다…BTS 관련주 일제히 상승,2020-10-13 15:45
오뚜기 등 기업 60곳도 옵티머스펀드에 물렸다,2020-10-19 7:58
[단독] 오뚜기 150억·안랩 70억…유명 기업들까지 '먹잇감' 삼은 옵티머스,2020-10-18 17:36
빅히트 공모가 고평가 논란…비교대상서 SM엔터는 왜 빠졌을까?,2020-10-05 15:26
비교대상서 SM을 왜 뺐지?…빅히트 공모가 '고평가' 논란,2020-10-05 17:16
"JYP, 사회공헌사업 MOU 체결 ""엔터테인먼트는 꿈을 만드는 산업, 아픈 아이들의 꿈을 이뤄줌으로써 병을 이겨내는 기적이 일어나기를 희망""",2019-06-17 21:09
"JYP 배우 부문 정리, 윤박·신예은 남고 박시은 떠나고 [공식]",2019-07-24 10:43
"[단독] JYP엔터, 연기자 파트 정리…아이돌 집중",2019-07-02 15:02
"
			JYP ""박지민 이달 말 전속계약 만료, 재계약 NO…백예린은 미정"" [공식입장]
		",2019.08.06. 오전 10:59
"
			JYP, 트와이스 미나 향한 악성 루머에 칼 빼들었다 ""고소 조치"" [공식입장]
		",2019.07.26. 오후 2:08
"
			'일진설' 윤서빈, JYP서 방출 ""연습생 계약 해지+'프로듀스X101' 하차"" [공식입장]
		",2019.05.08. 오전 9:19
"학폭 가해자 아이돌로 설 자리 없다 … JYP ""윤서빈과 계약 해지·프듀 하차"" [공식]",2019-05-08 11:00
"한국밸류, JYP 지분 확대",2019-06-10 17:49
"'韓·日 분쟁' 뼈아픈 엔터株…JYP, 12% 급락",2019-08-05 17:37
"
			'일진 논란' 윤서빈, JYP 연습생 계약 해지→'프듀X101' 하차
		",2019.05.08. 오전 10:29
"
			박지민 ""JYP 떠나려니 아쉬운 마음, 많은 걸 배웠다…박진영 감사"" [전문]
		",2019.08.06. 오후 5:26
"
			송지아 ""수지 닮은 화보 보고 JYP에서 계약하자고…""
		",2019.07.24. 오후 3:08
"
			JYP 공식입장, 배우 부문 정리설에 입 열다 ""결정된 것 없어""
		",2019.07.15. 오후 6:19
1Q 예상 영업이익 증가율 1위 엔터주는 JYP. 비결은?,2019-05-07 9:31
"
			전소미 ""JYP→더블랙레이블 이적, 활동 계획 말하는 테디에 감동해 결심""
		",2019.06.13. 오후 4:54
"JYP ""찬성, 오는 6월 11일 육군 현역 입대"" [공식입장]",2019-05-31 11:27
"2PM 준호 4급 판정, JYP ""과거 어깨 부상, 사회복무요원 대체 복무"" [공식입장]",2019-05-28 14:02
"
			'컴백' 박지민, 신곡 콘셉트 티저 공개…JYP와 '유종의 미'
		",2019.08.20. 오전 8:50
"
			트와이스 미나 입국 중 눈물, JYP ""특별한 사유·일정으로 귀국한 것 아냐"" [공식입장]
		",2019.08.01. 오후 4:59
"
			'GOT7 지원사격' 김상중, 그가 JYP 사옥에 떴다!
		",2019.05.19. 오후 8:07
"
			조이현, JYP→아티스트컴퍼니로 이적…'변신' 배성우와 한솥밥
		",2019.08.08. 오전 10:44
"
			입덕뷰ㅣ 가수 메이다니 ""JYP·YG 떠난 이유, 왜 유튜브에서 공개했냐고요?""
		",2019.05.19. 오전 8:42
"
			트와이스 미나는 '불안 장애'…JYP ""선택적 일정 참여, 양해 부탁""
		",2019.08.27. 오전 11:38
"양현석, YG엔터테인먼트 복귀할 것 버닝썬 최초 보도 기자 '예언'",2019-07-24 17:45
연예 마켓+ㅣYG엔터테인먼트 '폭락' vs 바른손이앤에이 '급등'…엇갈린 엔터株,2019-05-27 13:49
양현석 YG엔터테인먼트 끝없는 추락…한서희 회유 드러나고 준비 안 된 전소미 '엉망진창',2019-06-14 9:32
짙은 '먹구름' 드리운 와이지엔터테인먼트,2019-05-14 17:33
"
			연예 마켓+ㅣ 방탄소년단·트와이스 끌어올린 재팬머니, '반일' 역풍 맞나
		",2019.06.09. 오전 8:31
올해 엔터 3대 기획사 시총 9천억 증발…YG 주가 40% 하락,2019-07-04 7:12
엔터주는 이벤트가 필요해,2019-07-16 15:54
"
			'국민 센터'서 솔로 가수로 3년 만에 돌아온 전소미
		",2019.06.14. 오후 5:58
"
			아이오아이→솔로 전소미, 3년 기다림 증명할 시간 ""완벽한 모습 보여줄 것"" [종합]
		",2019.06.13. 오후 6:01
"강다니엘·지효 오작교 아이돌, 알고보니 임슬옹",2019-08-05 19:06
None,None
"
			트와이스 미나, 월드투어 불참 ""극도의 심리적 긴장 상태·큰 불안감"" [전문]
		",2019.07.11. 오후 2:37
"16세 소녀, 백혈병 투병 중 키운 가수의 꿈…박진영이 나섰다",2019-07-02 9:38
연예 마켓+ㅣ BTS월드 출시 임박 … 방탄소년단 게임까지 점령할까,2019-05-19 8:44
"
			트와이스, 유튜브 오리지널 콘텐츠 주인공…K팝 걸그룹 최초 [공식입장]
		",2019.08.20. 오전 10:35
"
			신예은 X 골든차일드 보민, '뮤직뱅크' MC 낙점…""신선한 조합""
		",2019.07.02. 오후 5:37
"
			강다니엘♥지효 열애 '오작교'라는 임슬옹, SNS 상황 보니 '댓글 테러'
		",2019.08.06. 오전 10:01
"
			ITZY(있지), 'ICY' MV 공개 10시간만 500만뷰 돌파…자체 기록 경신
		",2019.07.29. 오전 11:17
"
			'컴백 D-1' ITZY, 오늘(28일) 밤 12시 신곡 'ICY' MV 선공개
		",2019.07.28. 오전 9:12
"
			ITZY, 데뷔 첫 미니앨범 'IT'z ICY' 스포일러 공개!
		",2019.07.27. 오전 10:39
"
			ITZY(있지), 신곡 'ICY' 안무＆사운드 최초 공개…'2연속 빅히트 예감'
		",2019.07.25. 오전 8:55
"KB운용 ""SM엔터 경영 바로잡겠다""",2019-06-05 17:57
"
			스트레이 키즈, 19일 새 앨범 발표…""美서 가능성 인정받았다""
		",2019.06.04. 오전 8:59
'일본發 공포' 덮쳤다…한국 증시 곤두박질,2019-07-08 17:41
"
			과거 논란 윤서빈, 자필 사과문 공개 ""늘 두려움과 걱정 찾아와, 진심으로 사과""
		",2019.05.09. 오전 8:57
"
			연계소문｜연예계 '학폭' 미투 릴레이, 대중은 '합의 없음'
		",2019.06.01. 오전 8:42
"SM, 황급히 ""배당검토""…뿔난 주주 ""정보공개""",2019-05-30 17:36
"
			류원, 할리우드 영화 'PEEL' 주연 캐스팅…'산타바바라 영화제' 최초 상영
		",2019.05.24. 오후 1:47
"
			갓세븐, 컴백 앨범 타이틀곡은 'ECLIPSE'…박진영 작사·JB 작사＆작곡 참여
		",2019.05.14. 오전 8:30
"
			갓세븐, 7인 완전체 모습 담은 'SPINNING TOP' 콘셉트 포토 2종 공개
		",2019.05.07. 오전 10:10
"
			ITZY(있지) 류진, #상큼 #과즙미 #걸크러시…개별 티저 3종 공개
		",2019.07.17. 오전 8:31
"
			ITZY(있지) 리아, 'IT'z ICY' 개인 티저 3종 공개…'독보적 아우라'
		",2019.07.16. 오전 8:08
"
			ITZY(있지) 예지, 새 앨범 개인 티저 공개…#시크 #큐트 #카리스마
		",2019.07.15. 오전 8:27
"연예 마켓+ㅣ일본 불매운동 부른 반일감정, 연예계 덮치나…""살려주세요"" 벌벌",2019-07-06 8:44
"
			갓세븐의 선한 영향력, 월드투어에서 난치병 아이들 소원 이뤄준다
		",2019.06.12. 오전 9:44
"
			트와이스, 'What is Love?' MV 3억뷰 돌파…통산 5번째 기록 달성
		",2019.06.08. 오후 1:02
"[종합] 효린 '학폭 논란' 달라진 해명 ""기억 선명하지 않다""→""명예훼손 강경대응""",2019-05-27 12:58
"
			갓세븐, 신곡 'ECLIPSE' MV 티저로 안무 일부 공개…'역시 무대 장인'
		",2019.05.16. 오전 9:17
"
			연계소문｜'데뷔'하려면 인성부터…윤서빈 하차로 본 아이돌 검증의 한계
		",2019.05.12. 오전 8:45
"
			""어둠 비추는 비주얼"" 갓세븐, 'ECLIPSE' MV 티저＆사운드 최초 공개
		",2019.05.15. 오전 8:36
"
			배윤정 일침, 윤서빈 관련 도 넘은 요청에 ""이건 좀 아니지 않나""
		",2019.05.09. 오후 2:14
"
			있지 '괴물신인' 맞네…신곡 아이씨 또 대박
		",2019.08.02. 오후 5:27
"트와이스 미나, 일본 오사카서 휴식 끝내고 부축 받으며 입국",2019-08-01 15:35
"트와이스, 美 LA '더 포럼' 공연 매진…첫 미주 투어 성공적 스타트",2019-07-19 9:12
"
			DAY6, 새 앨범 샘플러 공개!! 일부 음원 만으로도 ""명반 예고!""
		",2019.07.13. 오전 9:51
"
			DAY6 리더 성진, 강렬 카리스마 매력…개인 티저 첫 공개
		",2019.07.06. 오후 1:54
"
			데이식스, 신보 타이틀곡은 '한 페이지가 될 수 있게'…여름 적실 '청량 감성'
		",2019.07.03. 오전 9:43
"
			GOT7, 美 NBC 유명 토크쇼 'TODAY SHOW' K팝 그룹 최초 출연
		",2019.06.27. 오후 6:19
"
			스트레이 키즈, 유럽 쇼케이스 투어로 '차세대 K팝 그룹' 입지 굳힌다
		",2019.06.24. 오후 3:08
"
			""출구없는 매력""…스트레이 키즈, '클레 투:옐로 우드' 유닛 티저 이미지 공개
		",2019.06.11. 오전 8:46
"
			스트레이 키즈 리노X한X아이엔, 스페셜 앨범 개인 티저 공개…'매력 비주얼'
		",2019.06.08. 오전 8:33
"
			컴백 GOT7, 개인 티저 공개! 7人 7色 매력 시선집중!!
		",2019.05.12. 오전 9:18
'프듀X101' 팬들 뿔났다...윤서빈 학교폭력 논란에 퇴출 촉구 성명문 발표,2019-05-06 21:14
"‘프듀X101’ 윤서빈, 학폭 의혹 제기…“일진 아냐, 운동부였을뿐”",2019-05-06 17:26
"02일, 기관 코스닥에서 파라다이스(+4.8%), CJ ENM(+1.08%) 등 순매수",2019-07-02 18:36
"
			'아이돌 라디오' 신유미 ""프로듀스101 시즌2 참가자 중 가장 눈에 띈 연습생은 김재환""
		",2019.05.27. 오후 6:21
韓·日 관계 악화에 여행·항공株 '불똥',2019-07-03 18:00
"연예 마켓+ㅣ올해에만 2000억, 빅히트의 빅픽처 가능할까",2019-08-25 8:41
연계소문｜점입가경 홍콩사태 속 '中 지지'로 뭉친 중화권 아이돌들,2019-08-17 8:41
"모모·김희철 열애설, 양측 ""사실무근"" 일단락 [종합]",2019-08-06 12:56
[공식] 강다니엘♥지효 열애 인정 '속전속결'…앨범 판매 기다려준 배려?,2019-08-05 15:55
"
			관리 시스템의 부재…K팝 치부 드러낸 'YG사태'
		",2019.06.21. 오후 5:57
[천자 칼럼] '성장통' 앓는 K팝 비즈니스,2019-06-21 0:18
"
			테디와 손잡은 전소미, YG 악재 속 오늘(13일) 솔로 데뷔 성공할까
		",2019.06.13. 오전 9:35
"방탄소년단 7인의 힘, 경제효과 5조 '수직 성장'…걸어다니는 대기업",2019-05-02 15:13
"
			강다니엘, 가을을 불러오는 분위기 있는 '입추'남 스타 1위 차지…2위 박보검
		",2019.08.08. 오전 8:01
"강다니엘-트와이스 지효 열애설…LM ""한남 유엔빌리지 가겠다 주장"" 재조명",2019-08-05 11:27
"
			JYP, IP·플랫폼 자회사 'JYP 쓰리식스티' 설립 [공식]
		",2021.08.03. 오후 1:21
"키움證 ""JYP엔터, 하반기 아티스트 모멘텀 강화…실적 개선 전망""",2021-08-24 8:39
박진영은 365억 어치 JYP 지분을 왜 팔았나 [연예 마켓+],2021-07-02 11:36
"JYP엔터 최대주주 박진영, 지분 366억어치 매각…주가 하락",2021-07-02 10:35
"NFT 뛰어든 JYP…""미래 먹거리 발굴""",2021-07-06 18:22
"
			베일 벗는 JYP 신인 걸그룹…춤+노래+비주얼 자신한 지니
		",2021.08.20. 오전 8:57
"
			JYP, 내년 2월 신인 걸그룹 론칭…ITZY 이후 3년 만 [공식]
		",2021.07.09. 오전 9:42
"
			JYP, 신인 걸그룹 멤버 지니·지우·규진 최초 공개
		",2021.08.06. 오전 9:09
"
			JYP 신인 걸그룹, 정체 모르는데도…데뷔앨범 선주문량 6만장
		",2021.07.27. 오전 9:50
"
			JYP, '디어유' 지분 23.3% 취득…SM과 '버블'로 플랫폼 동맹
		",2021.06.04. 오후 5:08
"KB證 ""JYP엔터, 견고한 외형성장 주목…NFT 사업도 진출""",2021-07-07 8:28
"[마켓인사이트]박진영, JYP엔터 주식 365억원어치 매각",2021-07-01 16:32
SM·JYP가 주요 고객사…작년 매출 523억 '대박' 난 곳,2021-07-05 17:15
"
			JYP, 니쥬 보이그룹 버전 선보인다…2023년 3월 데뷔 [공식]
		",2021.07.13. 오전 9:47
"[마켓인사이트]JYP엔터, SM 자회사 디어유에 130억 투자",2021-06-06 11:11
"
			스트레이 키즈, 정규 2집 110만장 팔았다…JYP 최초 밀리언셀러 [공식]
		",2021.08.31. 오전 9:15
"일본인 'K팝 걸그룹' 니쥬, 日차트 올킬…웹툰은 해외작가 77만",2021-08-10 17:37
K컬처의 진화…이젠 '한류 인사이드'다,2021-08-10 17:34
"
			트와이스 정연, 다시 활동 중단…""공황·심리적 불안 장애"" [공식]
		",2021.08.19. 오전 8:35
엔터주 '들썩'…음반시장 초호황에 가요계 '본업 총력전' [연계소문],2021-07-18 9:23
플랫폼·메타버스·NFT…새 성장동력 찾는 K팝 [연계소문],2021-07-11 19:38
"
			""ITZY 리아 학폭, 허위로 볼 수 없다"" 했는데, ""사실 인정 아냐"" 활동 강행 [이슈+]
		",2021.06.17. 오전 9:17
"엔터株, 투심 악화에 중국 우려 겹쳐도…증권가 ""단기적 영향""",2021-08-17 16:02
2850% 폭등한 AMC처럼…한국판 '공매도 전쟁' 가능할까?,2021-06-03 12:03
"코로나 리스크 無…엔터3사, 이유있는 어닝서프라이즈 [연예 마켓+]",2021-05-23 5:22
SM 자회사 '디어유' 코스닥 상장한다,2021-06-14 17:32
"
			ITZY, 9월 24일 첫 정규앨범 '크레이지 인 러브'로 컴백 [공식]
		",2021.08.13. 오전 9:26
"BTS·트와이스 줄줄이 컴백…2분기, 엔터株를 눈여겨봐야 할 때",2021-05-11 16:35
"돈 되는 K팝 팬덤…""엑소·샤이니가 매일 말 걸어줘요""",2021-06-16 17:23
"메타버스株, 잇단 증시 '노크'",2021-06-21 17:46
"버블 vs 위버스 vs 유니버스, 8조원 시장 잡아라 [연예 마켓+]",2021-06-06 18:42
"
			'더 보이스' MGM 손잡은 에스엠…美서 아이돌 오디션
		",2021.05.07. 오후 5:32
"달리살다X시오리스, 입점 기념 이벤트 열어",2021-06-15 10:02
"
			리아 학폭 폭로 동창생, 명예훼손 무혐의 ""겪은 일 표현""
		",2021.06.14. 오전 9:44
실적 시즌인데…흔들리는 엔터株,2021-05-05 17:11
"
			2PM, 28일 컴백 확정…5년 만에 완전체 귀환 [공식]
		",2021.06.07. 오전 10:18
"국민연금, 삼성전자 3조5000억어치 팔고 사들인 종목은?",2021-08-20 14:09
"K-팝 인기인데…""월등한 실력에도 한국인이라 손해봐요""[연예 마켓+]",2021-08-16 19:39
메타버스·플랫폼·엔터…'보이지 않는 증설' 경쟁도 치열,2021-07-15 18:03
팬데믹이 뒤흔든 주식부호 랭킹…1~20위 싹 바뀌었네,2021-07-23 15:19
리노공업·더존비즈온·솔브레인…기술력 독보적인 강소기업 날았다,2021-06-30 17:04
첫 엔터 액티브 ETF 타임폴리오 하반기 출시,2021-06-29 16:33
"스파크랩 ""에어비앤비 발굴한 美 YC처럼... 스타트업 동반자 될 것"" [한국의 유니콘메이커]",2021-07-27 10:13
[김병희의 광고 마케팅 기상도] 디지털 시대의 '나랏말싸미…',2021-08-26 0:07
"
			2PM 진가 제대로 살린 '해야 해', MV 조회수 1000만뷰 돌파
		",2021.06.30. 오전 11:21
"
			'콘셉트 맛집' 스트레이키즈, 정규 2집 개인 티저 공개
		",2021.08.04. 오전 10:17
"'데드풀' 라이언 레이놀즈도 회원 인증, 디어유 상장",2021-05-27 14:48
"'집콕탈출'에 컨택트 소비 폭발…""미디어·엔터·레저 담아라""",2021-06-04 9:40
"
			진영vs진영, 연기돌 7월 맞대결
		",2021.06.23. 오전 11:36
"
			트와이스 표 '서머송'이 온다…컴백 타이틀곡 '알콜-프리'
		",2021.05.31. 오전 9:18
"
			스트레이키즈, 8월 23일 컴백…'대세돌' 존재감 굳힌다 [공식]
		",2021.07.22. 오전 10:25
BTS·블랙핑크가 유튜브·애플뮤직·스포티파이 점령한 비결 [김주완의 어쩌다IT],2021-05-23 7:31
"
			[스타:라이트] 솔로 뱀뱀, 다음이 더 궁금해지는 시작
		",2021.07.13. 오후 5:07
"
			김희철·모모 양측 ""결별 맞다"" [공식]
		",2021.07.08. 오전 11:12
"
			김희철♥모모, 열애 1년 반 만에 결별설…소속사 ""확인 중""
		",2021.07.08. 오전 10:39
'2분기 깜짝실적' 주연은 리오프닝株…하이브·천보 하반기 더 좋다,2021-07-02 18:03
"
			데이식스 이븐 오브 데이, 빈티지+앤티크…감성 밴드의 변신
		",2021.06.28. 오전 8:19
"
			'라우드' 싸이X박진영, 이동현 센스에 매료...""이 캐릭터 뭐지?"" 극찬
		",2021.06.05. 오후 10:30
'K 드라마 제작 노하우'로 미드 만든다,2021-06-01 17:27
"
			트와이스, 美 '엘렌쇼' 첫 출연 확정…컴백 기대감 UP
		",2021.05.26. 오전 8:53
"
			'女 나체사진 논란' 제이비, 신곡 KBS 심의 부적격 ""선정적 가사""
		",2021.05.18. 오후 1:50
"
			'라스' 나인우, '달뜨강' 긴급 합류 그 후 최초 공개…""8kg 빠져""
		",2021.05.12. 오후 1:32
"한강 사망 대학생 마지막 영상 속 '골든'의 정체…""가수인 듯""",2021-05-10 13:37
"
			'킹덤' 측 ""댄서 1명 코로나 확진, 밀접접촉자 없어"" [공식입장]
		",2021.05.07. 오후 12:37
"JYP엔터테인먼트, 콘서트 재개 및 신인 데뷔 모멘텀에 목표가↑-NH",2021-12-06 8:10
"JYP엔터테인먼트, 2023년까지 이익 레버리지 전망에 목표가↑-한국",2021-11-16 7:23
"박진영의 JYP, 메타버스에 꽂혔다…50억 '통 큰 투자'",2021-11-22 9:43
"역대 최고 이례적 성과…SM·JYP, '시총 2조원' 시대 여나 [연계소문]",2021-10-31 16:02
