바이낸스 막겠다더니…여전히 '韓코인족' 북적,2022-03-02 17:29
"
			블랙핑크 로제, 코로나19 격리 해제…""특이 증상 없이 건강""
		",2022.03.07. 오전 10:49
'포카'부터 '비즈 팔찌'까지…트레저와 함께 꾸민다,2022-02-16 15:51
"
			위너 강승윤, 14일 솔로 컴백…""온전히 음악에만 몰입"" [공식]
		",2022.03.03. 오전 10:07
"
			블랙핑크 로제, 코로나19 확진…해외 일정 일부 취소
		",2022.02.28. 오후 2:02
"
			비아이, 마약 유죄에도 굳건…美 대형 에이전시와 계약
		",2022.02.17. 오전 9:19
"
			방송가는 물론 공연까지…연예계 연쇄 확진에 '빨간불' [이슈+]
		",2022.02.05. 오전 7:15
"투자·인수합병·신사업…돈 몰리는 엔터, 덩치 키우기 경쟁 [연계소문]",2022-02-02 14:27
"[단독] 선미·산다라박 소속사 어비스컴퍼니, 몸값 1000억 넘었다",2022-01-25 15:41
리걸테크·엔터·자율주행에 100억 넘는 '베팅'[VC브리핑],2022-01-27 15:02
"
			에이핑크, 컴백 타이틀곡은 '딜레마'…손나은 작사 참여 곡도 수록
		",2022.01.26. 오전 10:31
"
			블랙핑크, 15억뷰 MV 또 나왔다…'뚜두뚜두' 이어 '킬 디스 러브'
		",2022.01.26. 오전 9:33
"성적 엇갈린 광고대행사 ""디지털 동아줄 잡아라""",2022-01-24 17:57
"넥슨, '어벤져스' 감독 손잡아…6000억 원 투자",2022-01-06 13:45
"
			손나은, 플레이엠 떠나 YG로…""긍정 논의 중"" [공식]
		",2021.04.29. 오후 3:15
"위지윅스튜디오, YG엔터·네이버 합작사 투자 소식에 강세",2021-04-30 9:44
"
			YG, 승리 다시 품나…빅뱅 단체샷 공개
		",2021.04.27. 오후 5:20
"
			박소이, YG엔터와 전속계약…김희애·차승원·최지우·강동원과 한솥밥
		",2021.04.19. 오후 1:21
"
			YG 트레저, 오늘 日 정식 데뷔…글로벌 시장 공략 본격화
		",2021.03.31. 오전 11:30
"
			YG 트레저, 日 데뷔 첫날 라인뮤직 이어 오리콘 차트 접수…음원·음반 올킬
		",2021.04.01. 오전 9:23
'조선구마사 폐지'에 관련주 엇갈려…YG 내리고 SBS 오르고,2021-03-29 9:52
YG·SBS 시총 700억 날아갔다…'조선구마사' 사태 일파만파,2021-03-28 8:46
"코스피, 美증시 훈풍에도 약세…YG엔터 2.21%↓",2021-03-29 9:27
"
			빅히트·YG·유니버설·키스위 뭉쳤다…라이브 스트리밍 플랫폼 강화 [공식]
		",2021.02.10. 오전 8:59
"YG-빅히트, 전략적 파트너십 강화 합의…K팝 2강 체제 구축 초석",2021-01-27 17:21
"
			악뮤 YG와 5년 재계약 ""은퇴를 하면 했지 안 떠나""
		",2021.01.26. 오후 5:27
"
			빅히트-YG 협업 본격화…트레저, 위버스 합류 [공식]
		",2021.03.29. 오전 9:09
"
			블랙핑크, 'Ice Cream' 스포티파이 3억 스트리밍 돌파
		",2021.04.29. 오후 1:34
"
			수현, YG엔터 새 식구 됐다…김희애·차승원·최지우·강동원과 한솥밥
		",2021.03.17. 오전 10:38
"
			YG ""지누션 지누♥임사라 변호사 결혼 축하할 일"" [공식]
		",2021.03.24. 오후 3:41
"
			YG ""지디·제니 열애? 사생활 확인 불가"" [공식]
		",2021.02.24. 오전 11:13
"격화되는 온라인 콘서트 시장…빅히트, YG·유니버설뮤직과 '연합작전'",2021-02-22 15:20
엔터 빅3는 옛말…YG·네이버 손잡고 플랫폼 시대 연 빅히트 [연예 마켓+],2021-01-30 8:24
"
			YG-빅히트 손 잡았다…전략적 파트너십 구축 [공식]
		",2021.01.27. 오후 5:32
"
			YG, AKMU와 5년 재계약 체결…""다른 회사 생각해 본 적 없다""
		",2021.01.26. 오후 12:20
"
			강동원 YG와 재계약 ""2019년 재계약 이어 또다시 동행""
		",2021.01.21. 오후 6:38
"SM이 만든 판, YG·JYP가 키우고 빅히트가 '산업 레벨업'",2021-02-02 17:28
"정준영도 ""모른다""더니…최종훈 ""승리 조폭 동원? 기억 안나""",2021-04-29 18:08
"
			YG 트레저, 첫 정규앨범 전곡 맛보기 음원 깜짝 공개…신곡 기대감 '최고조'
		",2021.01.11. 오후 1:20
"
			YG 트레저, 1월 11일 컴백 '카운트다운 파티' 예고
		",2021.01.02. 오후 3:55
"
			블랙핑크, '마지막처럼' 뮤직비디오 10억뷰 돌파 '대기록'
		",2021.04.24. 오후 3:57
데뷔 후 3년 동안 20만원 정산…연습생에  드는 돈 얼마길래 [연예 마켓+],2021-04-17 5:29
"
			블랙핑크 로제, 솔로 앨범 누적 판매량 50만장 돌파…'하프 밀리언 셀러'
		",2021.04.21. 오후 1:08
"
			블랙핑크, 'Lovesick Girls' MV 4억뷰 돌파…K팝 걸그룹 최다
		",2021.04.19. 오후 1:34
"
			한승연, '내추럴+러블리+시크' 새 프로필 공개
		",2021.04.16. 오후 1:13
"눈치 보는 엔터·방송가, 짜릿했던 '중국의 맛' 독 될까 [연계소문]",2021-04-03 5:18
"한투파·IMM인베·에이티넘, VC 최강자 자리 놓고 '각축전'",2021-04-23 22:14
BTS 소속사 '하이브' 美 음반사 1조 M&amp;A,2021-04-02 17:45
"
			블랙핑크, 유튜브 구독자 6000만 돌파…저스틴 비버 넘을까 [공식]
		",2021.04.13. 오전 9:34
[마켓인사이트]춘추전국시대 맞은 VC업계...최고 놓고 한투파 IMM 에이티넘 등 각축전,2021-04-26 10:02
"1조 딜 성공시킨 한마디…방시혁 ""BTS·비버 뭉치자""",2021-04-06 17:44
"
			블랙핑크 로제 'Gone' 뮤직비디오 D-1, 기대감 '최고'
		",2021.04.04. 오후 2:15
[단독]'트와이스·ITZY' 등 K팝 아이돌 굿즈 성지 '위드드라마'…국내 PEF에 매각,2021-04-01 10:22
"
			[연예 마켓+] BTS 군 공백, 저스틴 비버·아리아나 그란데 메운다
		",2021.04.10. 오전 5:21
"[연예 마켓+] '조선구마사' 다음은 JTBC·CJ ENM? ""中 묻은 콘텐츠 안 본다""",2021-03-27 5:08
"
			'컴백 D-1' 위너 강승윤, 타이틀곡 '아이야' 후렴구 일부 최초 공개
		",2021.03.28. 오전 11:08
[연예 마켓+] 韓 엔터는 中 텐센트 손 안에 있다고?,2021-03-20 5:14
'엔터' 지우고 BTS 이후 준비하는 빅히트…믿는 구석 있었다 [노정동의 3분IT],2021-03-21 5:02
"
			강승윤, 솔로 정규 커밍순…""가장 나다운 앨범될 것""
		",2021.03.17. 오전 10:53
엔터사 끌어당기는 위버스…팬 커뮤니티 '통일'하나,2021-03-08 17:09
"
			위너 강승윤, 솔로 타이틀곡 제목은 '아이야'…작사·작곡·편곡 참여
		",2021.03.19. 오전 11:27
"
			강승윤, 솔로 컴백 앞두고 셀프 인터뷰 ""후회 없는 10년""
		",2021.03.15. 오전 10:00
"
			블랙핑크 로제, 오늘(12일) 컴백..K팝 여성 솔로 새 역사 쓴다
		",2021.03.12. 오후 12:32
"
			블랙핑크 로제, 솔로 앨범명은 'R'…티저 포스터 공개
		",2021.03.04. 오전 8:41
"
			블랙핑크 로제, 솔로 타이틀곡 제목은 '온 더 그라운드'…타이틀 포스터 공개
		",2021.03.05. 오전 10:46
"
			블랙핑크 로제, 솔로 데뷔 D-3…앨범 트랙리스트 공개
		",2021.03.09. 오전 8:41
"
			블랙핑크 로제, 첫 솔로 앨범 12일 발매 확정…티저 포스터 2종 공개
		",2021.03.02. 오전 9:06
'BTS 기대감' 상장 주가 회복한 빅히트…지금 사도 될까? [분석+],2021-02-18 10:52
"
			갈소원 새 프로필 공개, 어엿한 숙녀 된 '7번방 예승이'
		",2021.02.20. 오전 3:18
"
			갈소원, 새 프로필 공개…'상큼+청순+순수' 3종 매력 폭발
		",2021.02.19. 오후 1:08
랜선 콘서트·VR 팬미팅…엔터산업이 'IT 플랫폼' 꿈의 무대로,2021-02-02 17:33
"
			한서희 ""백수로 사는 중, 유튜브 시작한 이유는…""
		",2021.02.17. 오후 4:38
"네이버 한성숙 ""빅히트와 협력해 글로벌 엔터 사업 확장""",2021-01-28 11:57
"블랙핑크 118억, BTS 500억…'대세' 자리잡은 온라인 콘서트",2021-02-01 17:33
"
			이성경, 오리엔탈 무드 가득한 스페셜 화보 공개
		",2021.02.09. 오전 10:34
"
			한동철 PD, 펑키 스튜디오 설립 ""차원 다른 오디션 준비""
		",2021.02.08. 오후 4:22
"
			블랙핑크, 'THE SHOW' 완전 정복…핵심 키워드 넷
		",2021.01.29. 오전 10:22
90분에 117억 수익…블랙핑크 온라인 공연 28만명 접속,2021-02-01 15:37
"
			블랙핑크 로제, 솔로 티저 영상 공개…'흡인력 있는 강렬한 음색'
		",2021.01.26. 오후 4:01
"
			바비, 오늘(28일) '엠카운트다운' 출격…컴백 무대 최초 공개
		",2021.01.28. 오후 1:15
"
			트레저, 앨범 누적 판매량 총 100만장 돌파…데뷔 5개월 만 눈부신 성과
		",2021.01.20. 오후 12:40
"
			블랙핑크, 美 '제임스 코든쇼' 출격…'THE SHOW' 공연장 최초 공개
		",2021.01.27. 오전 8:52
"
			'컴백 D-5' 아이콘 바비, 새 앨범 타이틀곡 제목은 '야 우냐'
		",2021.01.20. 오전 8:42
"
			아이콘 바비, ‘LUCKY MAN’으로 3년 4개월 만의 솔로 활동 예고
		",2021.01.19. 오후 3:18
"
			강승윤, 솔로 정규 첫 앨범 18개국 1위 휩쓸어
		",2021.03.30. 오후 7:17
"
			컴백 D-2 강승윤, 정규 1집 'PAGE' 코멘터리 필름 공개
		",2021.03.27. 오후 7:18
"
			블랙핑크 로제, 'On The Ground' 안무 영상 순식간에 1천만뷰 돌파
		",2021.03.25. 오전 8:44
"
			블랙핑크 로제, 영어곡으로 빌보드 '핫 100' 70위…씨엘 넘었다 [이슈+]
		",2021.03.24. 오전 9:56
기록 갈아치우는 블랙핑크 로제…'음반 초동판매 44만장',2021-03-23 14:40
"
			강승윤, 솔로 정규 1집 'PAGE' 비주얼 콘셉트 티저 첫 공개
		",2021.03.23. 오후 12:12
"
			워너뮤직코리아 첫 국내 레이블은 '블루 소속사' 언컷포인트 [공식]
		",2021.03.22. 오후 2:55
[김희경의 콘텐츠인사이드] K팝 연합체가 만드는 새로운 미래,2021-03-16 0:13
"
			블랙핑크 로제, 솔로 타이틀곡 MV 일주일 만에 1억뷰 돌파 '독보적 행보'
		",2021.03.20. 오전 9:40
고맙다! BTS…음반산업 '화려한 부활',2021-03-12 17:40
"
			강승윤, 첫 솔로 정규앨범 'PAGE' 29일 발매 확정
		",2021.03.18. 오전 11:45
가상현실 SNS '제페토' 세계 2억명 홀렸다,2021-03-04 17:07
"
			강승윤, 솔로 컴백 앞두고 팬들 향한 마음 전하며 울컥 ""나는 언제나 위너""
		",2021.03.16. 오전 9:30
"
			블랙핑크 로제, 솔로 앨범 'R' 재킷 메이킹 필름 공개
		",2021.03.16. 오전 10:01
"
			블랙핑크 로제, 솔로앨범 'R' 선주문량 50만장…MV 7천만뷰 돌파
		",2021.03.15. 오후 5:33
"
			블랙핑크 로제 솔로곡, 中서도 터졌다 '무서운 인기 상승세'
		",2021.03.15. 오후 1:05
"
			블랙핑크 로제, 솔로곡 스포티파이 24시간 스트리밍 韓 솔로 가수 최고 기록
		",2021.03.14. 오후 12:30
"
			블랙핑크, '하우 유 라이크 댓' MV 8억뷰 돌파…K팝 걸그룹 최단 기록
		",2021.03.14. 오전 8:14
"
			블랙핑크 로제, 미국 등 아이튠즈 51개국 1위'글로벌 강타'
		",2021.03.13. 오후 4:42
"
			로제 싱글 'R' D-1 포스터 공개…한마리의 우아한 백조
		",2021.03.12. 오전 4:53
"
			YG ""블랙핑크 로제·리사 솔로곡 발표 준비 중"" [공식]
		",2020.12.30. 오전 10:18
"
			YG 트레저, 첫 정규앨범 콘셉트 티저 최초 공개
		",2020.12.29. 오전 11:24
"
			트레저, 내년 YG 첫 컴백 주자…1월 11일 정규앨범 발매 [공식]
		",2020.12.28. 오전 11:20
"JYP·YG·SM·빅히트, 2020년 '열일'한 4대 엔터 내년은? [연계소문]",2020-12-20 11:47
"
			트레저, 첫 정규 타이틀곡은 '마이 트레저'…따뜻한 희망 전한다
		",2020.12.31. 오후 12:07
"
			블랙핑크, '2021 시즌 그리팅' 영상 팬 사인회 개최
		",2020.12.30. 오후 2:51
"
			블랙핑크 MV, 논란된 간호사 장면 삭제한다…YG ""무거운 책임감"" [공식]
		",2020.10.07. 오후 1:48
"
			YG ""블랙핑크 MV 간호사 성적 대상화? 특정 의도 NO, 편집 논의"" [공식]
		",2020.10.06. 오전 10:30
YG서 발빼는 중국 자본…두 달 새 지분 2.3% 매각,2020-10-09 17:09
[연예 마켓+] 승리·양현석 리스크 끝났나…YG엔터 '승승장구',2020-09-26 9:05
"
			[이슈+] YG 신사옥 완공, 공사비 460억…'일조권' 논란까지
		",2020.09.24. 오후 4:42
"
			YG, 6000평 신사옥 완공…맛집 소문난 구내식당만 수백평 [공식]
		",2020.09.23. 오후 4:38
"
			YG, 블랙핑크 다음 주자 누구?…'WHO'S NEXT' 포스터 기습 공개
		",2020.09.28. 오후 12:10
"[연계소문] 1조 돌파 YG, 2조 향하는 JYP…K팝 시장에 무슨 일이?",2020-09-12 8:37
"
			진경, YG엔터테인먼트와 전속계약…“작품 활동 적극 지원”
		",2020.11.27. 오후 5:33
[포토] 원정도박 혐의 양현석 전 YG 대표 법원 출석,2020-09-09 14:45
"
			블랙핑크 '휘파람' MV 6억뷰 돌파…데뷔곡도 여전히 '핫'
		",2020.12.30. 오전 10:03
[연계소문] 아이돌 4세대 우위를 점하라…SM·JYP·YG·빅히트 총력,2020-11-14 8:56
"
			YG 트레저, 데뷔 3개월 만에 음반 판매 70만장 돌파
		",2020.11.16. 오전 10:16
"
			YG 트레저, 카메라 ON-OFF 극과 극 온도차 '심쿵' 유발
		",2020.11.18. 오후 1:16
"
			YG 트레저, 컴백 D-6 '카운트다운 라이브' 예고
		",2020.10.31. 오후 3:28
"與 ""블랙핑크 간호사 성적 대상화"" 지적하자 YG ""빨리 삭제하겠다""",2020-10-07 15:19
"
			YG 트레저, 日 주간 차트 1위…무빙 포스터 2종 공개
		",2020.09.24. 오후 12:59
"
			YG 트레저, '사랑해' 재킷 촬영 메이킹 필름 공개…12人 12色 비주얼 폭발
		",2020.09.26. 오후 12:46
"
			YG 트레저, '사랑해' 뮤비 티저 공개…반전 있는 멜로디+틴크러시 매력 폭발
		",2020.09.16. 오전 11:26
"
			YG 트레저, 컴백 D-6 '카운트다운 라이브' 예고→글로벌 팬 소통 기대
		",2020.09.12. 오전 8:28
"
			YG 트레저 하루토X소정환, 팬 사랑 부르는 비주얼
		",2020.09.12. 오후 9:04
"와이지엔터테인먼트, 장중 6만원 돌파…빅히트 상장 낙수효과",2020-09-09 10:19
"
			블랙핑크, 'Pretty Savage' 무대 영상 1억뷰 돌파…통산 25번째 억대뷰
		",2020.12.28. 오후 12:34
"
			블랙핑크, 라이브스트림 콘서트 내년 1월 31일로 연기 [공식]
		",2020.12.17. 오전 10:59
"
			블랙핑크, 'Lovesick Girls' MV 3억뷰 돌파…'13번째 3억뷰'
		",2020.12.25. 오전 8:25
"[연예 마켓+] '철인왕후' 무리수, 中 자본 때문이라고?",2020-12-19 8:14
"
			블랙핑크 'How You Like That' 뮤비 7억뷰 돌파
		",2020.12.19. 오후 3:47
"
			블랙핑크, 12월 27일 라이브스트림 콘서트 'THE SHOW' 확정
		",2020.12.03. 오후 12:40
'코·피株' 상처 빠르게 아물고 있다는데…,2020-12-18 17:28
"
			안무 영상 하나로 1억뷰 돌파…블랙핑크 'Lovesick Girls'
		",2020.12.16. 오전 11:34
"
			유인나 기부, 청각장애 아동 위해 5천만원 쾌척 '꾸준한 나눔'
		",2020.12.17. 오후 1:10
"
			블랙핑크 향한 초대장, 12월 3일 배송 예고…연말 대형 프로젝트 베일 벗나
		",2020.12.01. 오후 12:46
中 빗장 푼 컴투스…'게임株 랠리' 신호탄 쐈다,2020-12-03 17:36
"
			제니, 탄생 9100일 맞아 '최애돌' 기부요정 등극
		",2020.12.15. 오후 4:52
"네이버 - CJ, 콘텐츠 협업…첫 작품은 '증강현실 아바타'",2020-12-08 17:44
"
			블랙핑크, '마지막처럼' 안무 영상 2억뷰 돌파…MV 10억뷰 고지 '청신호'
		",2020.12.11. 오전 8:34
"
			블랙핑크, 지구 지키기 위한 여정에 동참…환경 보호 독려 영상 공개
		",2020.12.10. 오전 9:53
"
			젝스키스, 2021 시즌그리팅 예약 판매 시작…캘린더부터 포춘카드 까지
		",2020.12.10. 오후 2:47
"
			'복면가왕' 고3=트레저 방예담 ""강승윤이 용기 줘서 출연""
		",2020.12.06. 오후 7:50
"
			블랙핑크, '하우 유 라이크 댓' 스포티파이 3억 스트리밍…K팝 걸그룹 최단 기간
		",2020.12.01. 오전 8:21
"양현석 억대 원정도박, 벌금 1500만 원 확정…양측 항소 無",2020-12-08 10:43
뜨거운 K콘텐츠株…100조 시대 연다,2020-12-14 17:38
유명 안무가와 FC서울이 한자리에 모였다! '서울메이드 소사이어티 토크쇼' 2회차 오늘 오후 공개 예정,2020-12-23 17:29
"[속보] '원정도박' 양현석, 1심서 1500만원 벌금형",2020-11-27 11:20
"'해외 원정도박' 파문…양현석, 벌금 1500만원 선고",2020-11-27 12:37
'수억대 원정도박' 양현석 벌금형,2020-11-27 11:28
[생글기자 코너] 방탄소년단으로 대표되는 K팝 열풍의 요인,2020-11-23 9:04
"
			AKMU 'HAPPENING' D-1, ""또 한 번의 도약 예고""
		",2020.11.15. 오전 10:57
"
			'GD is Back' 지드래곤 컴백 준비 [공식]
		",2020.11.02. 오후 1:34
"
			트레저, 힙합 신곡 '음 (MMM)' 2차 공개…파격 통했다
		",2020.11.03. 오전 10:13
"
			AKMU, 16일 신곡 발표…컴백 티저 '깜짝 공개'
		",2020.11.09. 오후 12:52
"
			트레저, 벌써 세 번째…11월 6일 컴백 [공식]
		",2020.10.26. 오전 10:26
'원정도박' 양현석에 벌금 1000만원 구형,2020-10-28 17:43
"커머스·핀테크·콘텐츠 '날았다'…네이버, 3분기 역대 최대 실적 [종합]",2020-10-29 8:24
"
			송민호, 30일 솔로 컴백 확정…팬들 기대감 고조
		",2020.10.16. 오전 1:13
"추석 끝, 아미들도 참전…빅히트 상장에 쏠린 눈",2020-10-04 8:31
"
			송민호, 솔로 정규 2집 ‘TAKE’ 예약 판매 시작…30일 음원 공개
		",2020.10.22. 오후 4:53
유럽 'LG 채널' 한류콘텐츠 서비스 확대,2020-10-15 18:28
"'마약 논란' 아이콘 탈퇴 비아이, 고현정 회사 사내 이사 선임",2020-10-06 17:30
"
			AKMU 이수현 'ALIEN' 안무, 이례적 공개 '파격의 연속'
		",2020.10.15. 오전 10:50
"
			타이트한 치마·하이힐…블랙핑크 MV 간호사 성적대상화 논란
		",2020.10.06. 오전 9:19
"
			AKMU 이수현 첫 솔로곡 'ALIEN' 노랫말·음원 일부 전격 공개
		",2020.10.13. 오전 11:36
"
			제니, 간호사 복장 논란 후…""검열당했다""
		",2020.10.12. 오후 5:00
"빅히트 덕에 신고가 찍었던 엔터 3사 '하락세'…""당분간 조정""",2020-09-25 10:44
LG 스마트 TV로 한류 콘텐츠 알린다,2020-10-15 17:23
"
			AKMU 이수현, 'ALIEN' 뮤비 티저 공개…퍼포먼스 '깜짝 스포'
		",2020.10.14. 오전 9:17
"
			블랙핑크, 걸그룹 최초 앨범 선주문량 100만장 돌파
		",2020.10.02. 오전 9:52
"
			AKMU 이수현, 솔로 데뷔 D-6 '카운트다운 파티' 예고
		",2020.10.10. 오전 8:48
"
			블랙핑크, 첫 컴백 음방서 '러브식 걸'·'프리티 새비지' 무대 예고
		",2020.10.07. 오후 12:29
빌보드 홀린 '블랙핑크'…국내 반응은 왜 시큰둥할까 [연예 마켓+],2020-09-13 8:41
"
			블랙핑크, 정규 타이틀곡 'Lovesick Girls' 콘셉트 티저 영상 공개
		",2020.09.28. 오후 4:37
"
			블랙핑크, 첫 정규앨범 타이틀곡 제목은 'Lovesick Girls'
		",2020.09.28. 오전 10:39
가상공간 '제페토'에서 블랙핑크 만나세요,2020-09-21 15:25
BTS가 버는 돈 얼마길래…납득되는 방시혁의 '600억 선물',2020-09-05 8:40
"
			블랙핑크, 배틀그라운드 모바일에 뜬다 'K팝 최초'
		",2020.09.24. 오전 10:17
"
			트레저, 새 싱글 선주문량 20만장 육박…하프 밀리언셀러 달성할까
		",2020.09.15. 오전 9:55
"
			트레저 마시호·방예담, '사랑해' 포스터 속 청량한 눈웃음
		",2020.09.14. 오전 9:57
"빌보드 평정한 BTS…""상장 앞둔 빅히트 기업가치 3조+α""",2020-09-01 22:11
"
			컴백 D-5 트레저, 개인 포스터 세 번째 주자 공개
		",2020.09.13. 오후 12:39
"
			트레저, 18일 초고속 컴백…데뷔 열기 이어간다
		",2020.09.07. 오전 10:46
"
			트레저, 신곡 '사랑해' 타이틀 포스터 초상 버전 깜짝 공개
		",2020.09.10. 오후 5:47
"
			블랙핑크, 첫 정규앨범 선주문 80만장…K팝 걸그룹 '최다 초동' 청신호
		",2020.09.04. 오후 1:27
"
			블랙핑크, ‘Ice Cream’ 안무 최초 공개…3D 아바타로 재탄생
		",2020.09.02. 오후 6:37
"
			블랙핑크,'Kill This Love' 뮤직비디오 10억뷰 돌파
		",2020.09.02. 오후 3:48
"[마켓인사이트]양현석 전 YG엔터 대표, 친동생에게 계열사 지분 전량 매각",2019-12-30 17:40
"'진짜사나이' 김민종 PD 이적…YG에선 6억, 카카오M에선 얼마 받을까",2019-12-10 12:21
"웃음 되찾은 엔터주…SM·JYP·YG, 연예인 주식부호 손실분 '만회'",2019-11-24 10:05
"
			'YG공주'였던 씨엘, 10년 만에 YG 떠나나
		",2019.11.08. 오후 2:45
"
			CL, YG 결별 후 본격 홀로서기 도전…3년 공백 깨고 '사랑의 이름으로' 공개
		",2019.11.29. 오후 12:46
"
			김새론, YG 떠난다…""재계약 않기로 합의"" [공식입장]
		",2019.11.19. 오전 10:58
"
			씨엘, 결국 YG 떠난다 ""서로의 의견 존중해 전속계약 종료"" [공식입장]
		",2019.11.08. 오후 3:51
"최지우, 내년 5월 엄마 된다…""건강하게 태교 전념"" [전문]",2019-12-23 15:47
"[아듀 2019] 흑운 드리웠던 연예계, 설리·구하라 사망부터 Mnet '프로듀스' 조작까지",2019-12-31 10:28
"
			당당히 홀로 선 씨엘, '3년 공백' 설움 풀다
		",2019.12.13. 오후 2:16
연예 마켓+ㅣBigBang is Back…지드래곤·태양 개별활동이냐 완전체냐 '빅뱅의 고민',2019-12-15 8:42
"
			블랙핑크 로제, 캐롤 커버송 18일 공개…""팬들 위한 깜짝 선물""
		",2019.12.18. 오후 1:15
"고준희 정면돌파, '뉴욕 여배우' 루머의 전말 ""버닝썬이 어디죠?"" [인터뷰]",2019-12-04 16:43
"AKMU, 뜨거운 성원+지속적 요청에 진주 공연 1회 추가…'장기 항해' 나선다",2019-12-17 12:40
"
			블랙핑크 제니, 'SOLO' MV 4억뷰…韓 여성 솔로 '최초＆최고'
		",2019.12.12. 오후 1:23
"
			""2NE1·태양·알렉산더왕까지""…CL, 글로벌 인맥 총출동…오늘(4일) 신곡 공개
		",2019.12.04. 오전 8:57
"
			'컴백 D-2' CL ""신나고 설렌다""…본격 홀로서기 앞두고 심경 고백
		",2019.12.02. 오전 8:41
"AKMU, 서울 콘서트 '전 좌석 매진'→음악 팬 성원에 시야제한석 추가 오픈",2019-12-06 12:03
"
			CL ‘사랑의 이름으로’ 티저 공개 후 전세계 팬덤 ‘독자 행보’에 열광
		",2019.12.01. 오후 5:37
"공민지 ""1년에 앨범 4장 약속했지만…"" 소속사 법적 분쟁 예고 [전문]",2019-12-05 18:03
"[연예 마켓+] 김수현X키이스트, 12년 만에 결별 … 주가 급하락 '충격'",2019-12-11 15:00
"
			씨엘, 홀로서기 심경과 각오 전해 ""열세 살 채린이처럼""
		",2019.12.03. 오전 2:04
"
			고준희 ""못 잡은 악플러 수배 상태…끝까지 잡는다"" (인터뷰)
		",2019.12.05. 오전 9:41
"
			강성훈 팬미팅 매진, '팬 기만' 논란 끝 복귀 시동
		",2019.11.11. 오후 1:56
"비아이 마약 제보자 협박 의혹 양현석, 경찰 출석…""성실히 조사 임하겠다""",2019-11-09 10:40
"연계소문｜가요계 숙원사업 '음원 사재기'…실체 없는 전쟁, 뿌리 뽑힐까",2019-11-30 8:44
나이키 '지드래곤 포스' 1300만원?…리셀가 '천정부지',2019-11-29 10:15
"양현석, 성접대 의혹 '혐의 없음' 결론…檢 증거 불충분으로 관계자 전원 불기소",2019-11-25 15:26
"
			'수능 대박 기원' 아이돌★, 전소미·ITZY 류진부터 이의웅까지
		",2019.11.13. 오전 10:23
"
			고준희, 황당 루머 극복하고 활동 재개…박해진과 한솥밥
		",2019.11.18. 오후 2:57
"
			[포토+] 전소미, 수능 패션은 명품 스카프+핸드백 '자장면 튀면 큰일'
		",2019.11.14. 오전 10:33
"AKMU 콘서트, 전국투어 확대 '총 16개 도시·25회'…데뷔 이래 최대 규모",2019-11-12 11:45
"
			배수지·남주혁, 드라마 '샌드박스' 남녀 주연 물망으로…""긍정 검토 중""
		",2019.11.12. 오전 4:16
"
			태양-대성 전역, '군백기' 끝낸 빅뱅…완전체 복귀? [종합]
		",2019.11.10. 오전 11:06
"
			강성훈 근황 공개…불혹에도 변함없는 '소년美'
		",2019.11.06. 오전 4:59
"
			위너, 마카오·베트남서 데뷔 첫 단독 공연...뜨거운 반응 예고
		",2019.11.04. 오후 7:30
"
			빅뱅 제대 러쉬…태양·대성도 아프리카돼지열병 이유로 용인서 전역
		",2019.11.04. 오후 2:00
"YG, 승리 경찰 조사 직후 '파쇄차' 불러…""정기적인 파쇄""vs""굳이 왜 지금""",2019-02-28 14:35
'YG 떨고 있나?' 승리 성접대 의혹에 '빛의 속도로' 공식 입장,2019-02-26 17:57
"
			승리 콘서트 취소, YG ""모든 스케줄 전면 중단…수사에 적극 협조""
		",2019.02.28. 오후 6:54
연예 마켓+ㅣ 승리 성접대 의혹·지드래곤 진급누락…YG 시가총액 382억 증발,2019-02-26 18:09
"YG엔터테인먼트 ""승리 자진출석해 경찰 조사받을 것""",2019-02-27 10:20
"
			YG ""승리, 성접대 카톡은 조작 문자…가짜뉴스 등 강경 대응 방침""
		",2019.02.26. 오후 3:56
"경찰, 빅뱅 승리 성접대 의혹 카톡 내사…YG 조작주장 근거 ""본인에게 확인해보니""",2019-02-27 9:30
"
			YG엔터테인먼트 빅뱅-제니, 나란히 안무 영상 1억뷰 돌파!
		",2019.02.26. 오후 4:50
[마켓인사이트] 오크밸리 리조트 매각 본입찰에 트루벤·YG컨소시엄 참여,2019-02-21 18:09
"YG엔터테인먼트, 자회사 흑자전환…주가상승 여력 충분-KTB",2019-02-22 7:58
"
			[종목썰쩐]북미 잡는 '블핑'·BTS 대항마 '트레저13'…주목받는 YG
		",2019.02.23. 오전 7:02
"
			양현석, '솔로 컴백' 박봄 응원..""YG 아니지만 진심으로 잘되길""
		",2019.02.15. 오후 1:06
"
			연예 마켓+ㅣ 위기의 YG, 손대는 것마다 '참패'…믿었던 빅뱅마저
		",2019.02.16. 오전 8:40
"
			‘YG보석함’ 두번째 그룹 멤버, 매일 한 명씩 공개
		",2019.01.29. 오후 6:06
"
			아이콘 송윤형·모모랜드 데이지 열애설… MLD엔터테인먼트 ""본인 확인 중""
		",2019.02.14. 오후 2:40
"승리, 버닝썬 위해 6억 생일파티? 경찰 조사 후에도 나오는 의혹",2019-02-28 14:01
승리 '성접대→해피벌룬'…꼬리를 잇는 의혹 제기,2019-02-27 13:47
"승리 ""심려 끼쳐 죄송""…자진 경찰 출석 모습 어땠나",2019-02-27 21:20
