Date,Rank,Title,Artist,Score,entertain
2018-12-14,72,I'm Fine,방탄소년단,3,하이브
2018-12-14,76,DNA,방탄소년단,3,하이브
2018-12-14,89,Euphoria,방탄소년단,2,하이브
2018-12-14,91,전하지 못한 진심 (Feat. Steve Aoki),방탄소년단,1,하이브
2018-12-14,95,Answer : Love Myself,방탄소년단,1,하이브
2018-12-15,31,IDOL,방탄소년단,7,하이브
2018-12-15,51,FAKE LOVE,방탄소년단,5,하이브
2018-12-15,60,봄날,방탄소년단,5,하이브
2018-12-15,71,I'm Fine,방탄소년단,3,하이브
2018-12-15,76,DNA,방탄소년단,3,하이브
2018-12-15,87,Euphoria,방탄소년단,2,하이브
2018-12-15,91,전하지 못한 진심 (Feat. Steve Aoki),방탄소년단,1,하이브
2018-12-15,93,Answer : Love Myself,방탄소년단,1,하이브
2018-12-16,32,IDOL,방탄소년단,7,하이브
2018-12-16,55,FAKE LOVE,방탄소년단,5,하이브
2018-12-16,63,봄날,방탄소년단,4,하이브
2018-12-16,74,I'm Fine,방탄소년단,3,하이브
2018-12-16,79,DNA,방탄소년단,3,하이브
2018-12-16,92,Euphoria,방탄소년단,1,하이브
2018-12-16,93,전하지 못한 진심 (Feat. Steve Aoki),방탄소년단,1,하이브
2018-12-16,98,Answer : Love Myself,방탄소년단,1,하이브
2018-12-17,32,IDOL,방탄소년단,7,하이브
2018-12-17,53,FAKE LOVE,방탄소년단,5,하이브
2018-12-17,60,봄날,방탄소년단,5,하이브
2018-12-17,73,I'm Fine,방탄소년단,3,하이브
2018-12-17,76,DNA,방탄소년단,3,하이브
2018-12-17,88,Euphoria,방탄소년단,2,하이브
2018-12-17,93,전하지 못한 진심 (Feat. Steve Aoki),방탄소년단,1,하이브
2018-12-17,94,Answer : Love Myself,방탄소년단,1,하이브
2018-12-18,30,IDOL,방탄소년단,8,하이브
2018-12-18,53,FAKE LOVE,방탄소년단,5,하이브
2018-12-18,60,봄날,방탄소년단,5,하이브
2018-12-18,74,I'm Fine,방탄소년단,3,하이브
2018-12-18,75,DNA,방탄소년단,3,하이브
2018-12-18,87,Euphoria,방탄소년단,2,하이브
2018-12-18,91,전하지 못한 진심 (Feat. Steve Aoki),방탄소년단,1,하이브
2018-12-18,94,Answer : Love Myself,방탄소년단,1,하이브
2018-12-19,31,IDOL,방탄소년단,7,하이브
2018-12-19,55,FAKE LOVE,방탄소년단,5,하이브
2018-12-19,60,봄날,방탄소년단,5,하이브
2018-12-19,74,I'm Fine,방탄소년단,3,하이브
2018-12-19,76,DNA,방탄소년단,3,하이브
2018-12-19,88,Euphoria,방탄소년단,2,하이브
2018-12-19,92,전하지 못한 진심 (Feat. Steve Aoki),방탄소년단,1,하이브
2018-12-19,95,Answer : Love Myself,방탄소년단,1,하이브
2018-12-20,30,IDOL,방탄소년단,8,하이브
2018-12-20,56,FAKE LOVE,방탄소년단,5,하이브
2018-12-20,62,봄날,방탄소년단,4,하이브
2018-12-20,74,I'm Fine,방탄소년단,3,하이브
2018-12-20,75,DNA,방탄소년단,3,하이브
2018-12-20,88,Euphoria,방탄소년단,2,하이브
2018-12-20,91,전하지 못한 진심 (Feat. Steve Aoki),방탄소년단,1,하이브
2018-12-20,95,Answer : Love Myself,방탄소년단,1,하이브
2018-12-21,30,IDOL,방탄소년단,8,하이브
2018-12-21,54,FAKE LOVE,방탄소년단,5,하이브
2018-12-21,62,봄날,방탄소년단,4,하이브
2018-12-21,73,I'm Fine,방탄소년단,3,하이브
2018-12-21,76,DNA,방탄소년단,3,하이브
2018-12-21,86,Euphoria,방탄소년단,2,하이브
2018-12-21,88,전하지 못한 진심 (Feat. Steve Aoki),방탄소년단,2,하이브
2018-12-21,94,Answer : Love Myself,방탄소년단,1,하이브
2018-12-22,31,IDOL,방탄소년단,7,하이브
2018-12-22,50,FAKE LOVE,방탄소년단,6,하이브
2018-12-22,59,봄날,방탄소년단,5,하이브
2018-12-22,72,I'm Fine,방탄소년단,3,하이브
2018-12-22,75,DNA,방탄소년단,3,하이브
2018-12-22,86,Euphoria,방탄소년단,2,하이브
2018-12-22,88,전하지 못한 진심 (Feat. Steve Aoki),방탄소년단,2,하이브
2018-12-22,93,Answer : Love Myself,방탄소년단,1,하이브
2018-12-23,33,IDOL,방탄소년단,7,하이브
2018-12-23,53,FAKE LOVE,방탄소년단,5,하이브
2018-12-23,60,봄날,방탄소년단,5,하이브
2018-12-23,73,I'm Fine,방탄소년단,3,하이브
2018-12-23,75,DNA,방탄소년단,3,하이브
2018-12-23,87,Euphoria,방탄소년단,2,하이브
2018-12-23,90,전하지 못한 진심 (Feat. Steve Aoki),방탄소년단,2,하이브
2018-12-23,96,Answer : Love Myself,방탄소년단,1,하이브
2018-12-24,37,IDOL,방탄소년단,7,하이브
2018-12-24,57,FAKE LOVE,방탄소년단,5,하이브
2018-12-24,66,봄날,방탄소년단,4,하이브
2018-12-24,76,I'm Fine,방탄소년단,3,하이브
2018-12-24,79,DNA,방탄소년단,3,하이브
2018-12-24,94,Euphoria,방탄소년단,1,하이브
2018-12-24,99,전하지 못한 진심 (Feat. Steve Aoki),방탄소년단,1,하이브
2018-12-25,35,IDOL,방탄소년단,7,하이브
2018-12-25,55,FAKE LOVE,방탄소년단,5,하이브
2018-12-25,61,봄날,방탄소년단,4,하이브
2018-12-25,76,I'm Fine,방탄소년단,3,하이브
2018-12-25,78,DNA,방탄소년단,3,하이브
2018-12-25,95,Euphoria,방탄소년단,1,하이브
2018-12-25,99,전하지 못한 진심 (Feat. Steve Aoki),방탄소년단,1,하이브
2018-12-26,33,IDOL,방탄소년단,7,하이브
2018-12-26,50,FAKE LOVE,방탄소년단,6,하이브
2018-12-26,53,봄날,방탄소년단,5,하이브
2018-12-26,67,I'm Fine,방탄소년단,4,하이브
2018-12-26,70,DNA,방탄소년단,4,하이브
2018-12-26,80,Euphoria,방탄소년단,3,하이브
2018-12-26,83,전하지 못한 진심 (Feat. Steve Aoki),방탄소년단,2,하이브
2018-12-26,90,Answer : Love Myself,방탄소년단,2,하이브
2018-12-27,30,IDOL,방탄소년단,8,하이브
2018-12-27,50,FAKE LOVE,방탄소년단,6,하이브
2018-12-27,53,봄날,방탄소년단,5,하이브
2018-12-27,68,I'm Fine,방탄소년단,4,하이브
2018-12-27,69,DNA,방탄소년단,4,하이브
2018-12-27,78,Euphoria,방탄소년단,3,하이브
2018-12-27,80,전하지 못한 진심 (Feat. Steve Aoki),방탄소년단,3,하이브
2018-12-27,87,Answer : Love Myself,방탄소년단,2,하이브
2018-12-28,28,IDOL,방탄소년단,8,하이브
2018-12-28,48,FAKE LOVE,방탄소년단,6,하이브
2018-12-28,54,봄날,방탄소년단,5,하이브
2018-12-28,66,I'm Fine,방탄소년단,4,하이브
2018-12-28,67,DNA,방탄소년단,4,하이브
2018-12-28,76,Euphoria,방탄소년단,3,하이브
2018-12-28,80,전하지 못한 진심 (Feat. Steve Aoki),방탄소년단,3,하이브
2018-12-28,87,Answer : Love Myself,방탄소년단,2,하이브
2018-12-28,98,Epiphany,방탄소년단,1,하이브
2018-12-29,25,IDOL,방탄소년단,8,하이브
2018-12-29,45,FAKE LOVE,방탄소년단,6,하이브
2018-12-29,52,봄날,방탄소년단,5,하이브
2018-12-29,63,I'm Fine,방탄소년단,4,하이브
2018-12-29,65,DNA,방탄소년단,4,하이브
2018-12-29,70,Euphoria,방탄소년단,4,하이브
2018-12-29,80,전하지 못한 진심 (Feat. Steve Aoki),방탄소년단,3,하이브
2018-12-29,83,Answer : Love Myself,방탄소년단,2,하이브
2018-12-29,95,Epiphany,방탄소년단,1,하이브
2018-12-30,25,IDOL,방탄소년단,8,하이브
2018-12-30,48,FAKE LOVE,방탄소년단,6,하이브
2018-12-30,54,봄날,방탄소년단,5,하이브
2018-12-30,67,I'm Fine,방탄소년단,4,하이브
2018-12-30,68,DNA,방탄소년단,4,하이브
2018-12-30,75,Euphoria,방탄소년단,3,하이브
2018-12-30,83,전하지 못한 진심 (Feat. Steve Aoki),방탄소년단,2,하이브
2018-12-30,88,Answer : Love Myself,방탄소년단,2,하이브
2018-12-30,95,Epiphany,방탄소년단,1,하이브
2018-12-31,25,IDOL,방탄소년단,8,하이브
2018-12-31,44,FAKE LOVE,방탄소년단,6,하이브
2018-12-31,53,봄날,방탄소년단,5,하이브
2018-12-31,63,DNA,방탄소년단,4,하이브
2018-12-31,65,I'm Fine,방탄소년단,4,하이브
2018-12-31,74,Euphoria,방탄소년단,3,하이브
2018-12-31,82,Answer : Love Myself,방탄소년단,2,하이브
2018-12-31,83,전하지 못한 진심 (Feat. Steve Aoki),방탄소년단,2,하이브
2018-12-31,97,Epiphany,방탄소년단,1,하이브
2019-01-01,24,IDOL,방탄소년단,8,하이브
2019-01-01,45,FAKE LOVE,방탄소년단,6,하이브
2019-01-01,52,봄날,방탄소년단,5,하이브
2019-01-01,64,I'm Fine,방탄소년단,4,하이브
2019-01-01,65,DNA,방탄소년단,4,하이브
2019-01-01,75,Euphoria,방탄소년단,3,하이브
2019-01-01,86,전하지 못한 진심 (Feat. Steve Aoki),방탄소년단,2,하이브
2019-01-01,88,Answer : Love Myself,방탄소년단,2,하이브
2019-01-01,98,Epiphany,방탄소년단,1,하이브
2019-01-02,25,IDOL,방탄소년단,8,하이브
2019-01-02,45,FAKE LOVE,방탄소년단,6,하이브
2019-01-02,53,봄날,방탄소년단,5,하이브
2019-01-02,65,I'm Fine,방탄소년단,4,하이브
2019-01-02,66,DNA,방탄소년단,4,하이브
2019-01-02,75,Euphoria,방탄소년단,3,하이브
2019-01-02,83,전하지 못한 진심 (Feat. Steve Aoki),방탄소년단,2,하이브
2019-01-02,84,Answer : Love Myself,방탄소년단,2,하이브
2019-01-02,100,Epiphany,방탄소년단,1,하이브
2019-01-03,26,IDOL,방탄소년단,8,하이브
2019-01-03,43,FAKE LOVE,방탄소년단,6,하이브
2019-01-03,49,봄날,방탄소년단,6,하이브
2019-01-03,62,I'm Fine,방탄소년단,4,하이브
2019-01-03,63,DNA,방탄소년단,4,하이브
2019-01-03,75,Euphoria,방탄소년단,3,하이브
2019-01-03,82,전하지 못한 진심 (Feat. Steve Aoki),방탄소년단,2,하이브
2019-01-03,83,Answer : Love Myself,방탄소년단,2,하이브
2019-01-03,99,Epiphany,방탄소년단,1,하이브
2019-01-04,25,IDOL,방탄소년단,8,하이브
2019-01-04,42,FAKE LOVE,방탄소년단,6,하이브
2019-01-04,48,봄날,방탄소년단,6,하이브
2019-01-04,61,DNA,방탄소년단,4,하이브
2019-01-04,63,I'm Fine,방탄소년단,4,하이브
2019-01-04,75,Euphoria,방탄소년단,3,하이브
2019-01-04,80,전하지 못한 진심 (Feat. Steve Aoki),방탄소년단,3,하이브
2019-01-04,81,Answer : Love Myself,방탄소년단,2,하이브
2019-01-04,99,Epiphany,방탄소년단,1,하이브
2019-01-05,25,IDOL,방탄소년단,8,하이브
2019-01-05,44,FAKE LOVE,방탄소년단,6,하이브
2019-01-05,50,봄날,방탄소년단,6,하이브
2019-01-05,61,DNA,방탄소년단,4,하이브
2019-01-05,63,I'm Fine,방탄소년단,4,하이브
2019-01-05,75,Euphoria,방탄소년단,3,하이브
2019-01-05,78,전하지 못한 진심 (Feat. Steve Aoki),방탄소년단,3,하이브
2019-01-05,81,Answer : Love Myself,방탄소년단,2,하이브
2019-01-05,97,Epiphany,방탄소년단,1,하이브
2019-01-05,99,Anpanman,방탄소년단,1,하이브
2019-01-06,25,IDOL,방탄소년단,8,하이브
2019-01-06,43,FAKE LOVE,방탄소년단,6,하이브
2019-01-06,50,봄날,방탄소년단,6,하이브
2019-01-06,62,DNA,방탄소년단,4,하이브
2019-01-06,65,I'm Fine,방탄소년단,4,하이브
2019-01-06,74,Euphoria,방탄소년단,3,하이브
2019-01-06,79,전하지 못한 진심 (Feat. Steve Aoki),방탄소년단,3,하이브
2019-01-06,82,Answer : Love Myself,방탄소년단,2,하이브
2019-01-06,96,Epiphany,방탄소년단,1,하이브
2019-01-07,26,IDOL,방탄소년단,8,하이브
2019-01-07,43,FAKE LOVE,방탄소년단,6,하이브
2019-01-07,50,봄날,방탄소년단,6,하이브
2019-01-07,60,DNA,방탄소년단,5,하이브
2019-01-07,64,I'm Fine,방탄소년단,4,하이브
2019-01-07,72,Euphoria,방탄소년단,3,하이브
2019-01-07,79,전하지 못한 진심 (Feat. Steve Aoki),방탄소년단,3,하이브
2019-01-07,80,Answer : Love Myself,방탄소년단,3,하이브
2019-01-07,92,Epiphany,방탄소년단,1,하이브
2019-01-07,98,Anpanman,방탄소년단,1,하이브
2019-01-08,24,IDOL,방탄소년단,8,하이브
2019-01-08,42,FAKE LOVE,방탄소년단,6,하이브
2019-01-08,49,봄날,방탄소년단,6,하이브
2019-01-08,60,DNA,방탄소년단,5,하이브
2019-01-08,63,I'm Fine,방탄소년단,4,하이브
2019-01-08,70,Euphoria,방탄소년단,4,하이브
2019-01-08,79,전하지 못한 진심 (Feat. Steve Aoki),방탄소년단,3,하이브
2019-01-08,81,Answer : Love Myself,방탄소년단,2,하이브
2019-01-08,92,Epiphany,방탄소년단,1,하이브
2019-01-08,99,Anpanman,방탄소년단,1,하이브
2019-01-09,25,IDOL,방탄소년단,8,하이브
2019-01-09,41,FAKE LOVE,방탄소년단,6,하이브
2019-01-09,49,봄날,방탄소년단,6,하이브
2019-01-09,59,DNA,방탄소년단,5,하이브
2019-01-09,61,I'm Fine,방탄소년단,4,하이브
2019-01-09,69,Euphoria,방탄소년단,4,하이브
2019-01-09,78,전하지 못한 진심 (Feat. Steve Aoki),방탄소년단,3,하이브
2019-01-09,79,Answer : Love Myself,방탄소년단,3,하이브
2019-01-09,90,Epiphany,방탄소년단,2,하이브
2019-01-09,96,Anpanman,방탄소년단,1,하이브
2019-01-10,25,IDOL,방탄소년단,8,하이브
2019-01-10,42,FAKE LOVE,방탄소년단,6,하이브
2019-01-10,50,봄날,방탄소년단,6,하이브
2019-01-10,59,DNA,방탄소년단,5,하이브
2019-01-10,63,I'm Fine,방탄소년단,4,하이브
2019-01-10,69,Euphoria,방탄소년단,4,하이브
2019-01-10,78,전하지 못한 진심 (Feat. Steve Aoki),방탄소년단,3,하이브
2019-01-10,80,Answer : Love Myself,방탄소년단,3,하이브
2019-01-10,91,Epiphany,방탄소년단,1,하이브
2019-01-10,98,Anpanman,방탄소년단,1,하이브
2019-01-11,24,IDOL,방탄소년단,8,하이브
2019-01-11,40,FAKE LOVE,방탄소년단,7,하이브
2019-01-11,50,봄날,방탄소년단,6,하이브
2019-01-11,61,DNA,방탄소년단,4,하이브
2019-01-11,62,I'm Fine,방탄소년단,4,하이브
2019-01-11,70,Euphoria,방탄소년단,4,하이브
2019-01-11,77,전하지 못한 진심 (Feat. Steve Aoki),방탄소년단,3,하이브
2019-01-11,79,Answer : Love Myself,방탄소년단,3,하이브
2019-01-11,93,Epiphany,방탄소년단,1,하이브
2019-01-11,99,Anpanman,방탄소년단,1,하이브
2019-01-12,25,IDOL,방탄소년단,8,하이브
2019-01-12,40,FAKE LOVE,방탄소년단,7,하이브
2019-01-12,49,봄날,방탄소년단,6,하이브
2019-01-12,58,DNA,방탄소년단,5,하이브
2019-01-12,62,I'm Fine,방탄소년단,4,하이브
2019-01-12,71,Euphoria,방탄소년단,3,하이브
2019-01-12,79,전하지 못한 진심 (Feat. Steve Aoki),방탄소년단,3,하이브
2019-01-12,81,Answer : Love Myself,방탄소년단,2,하이브
2019-01-12,93,Epiphany,방탄소년단,1,하이브
2019-01-12,100,Anpanman,방탄소년단,1,하이브
2019-01-13,24,IDOL,방탄소년단,8,하이브
2019-01-13,40,FAKE LOVE,방탄소년단,7,하이브
2019-01-13,49,봄날,방탄소년단,6,하이브
2019-01-13,61,DNA,방탄소년단,4,하이브
2019-01-13,64,I'm Fine,방탄소년단,4,하이브
2019-01-13,72,Euphoria,방탄소년단,3,하이브
2019-01-13,79,Answer : Love Myself,방탄소년단,3,하이브
2019-01-13,81,전하지 못한 진심 (Feat. Steve Aoki),방탄소년단,2,하이브
2019-01-13,94,Epiphany,방탄소년단,1,하이브
2019-01-13,98,Anpanman,방탄소년단,1,하이브
2019-01-14,27,IDOL,방탄소년단,8,하이브
2019-01-14,41,FAKE LOVE,방탄소년단,6,하이브
2019-01-14,48,봄날,방탄소년단,6,하이브
2019-01-14,61,DNA,방탄소년단,4,하이브
2019-01-14,63,I'm Fine,방탄소년단,4,하이브
2019-01-14,71,Euphoria,방탄소년단,3,하이브
2019-01-14,75,Answer : Love Myself,방탄소년단,3,하이브
2019-01-14,78,전하지 못한 진심 (Feat. Steve Aoki),방탄소년단,3,하이브
2019-01-14,92,Epiphany,방탄소년단,1,하이브
2019-01-14,95,Anpanman,방탄소년단,1,하이브
2019-01-15,28,IDOL,방탄소년단,8,하이브
2019-01-15,41,FAKE LOVE,방탄소년단,6,하이브
2019-01-15,49,봄날,방탄소년단,6,하이브
2019-01-15,61,DNA,방탄소년단,4,하이브
2019-01-15,64,I'm Fine,방탄소년단,4,하이브
2019-01-15,71,Euphoria,방탄소년단,3,하이브
2019-01-15,76,Answer : Love Myself,방탄소년단,3,하이브
2019-01-15,78,전하지 못한 진심 (Feat. Steve Aoki),방탄소년단,3,하이브
2019-01-15,92,Epiphany,방탄소년단,1,하이브
2019-01-15,96,Anpanman,방탄소년단,1,하이브
2019-01-16,26,IDOL,방탄소년단,8,하이브
2019-01-16,39,FAKE LOVE,방탄소년단,7,하이브
2019-01-16,48,봄날,방탄소년단,6,하이브
2019-01-16,61,DNA,방탄소년단,4,하이브
2019-01-16,63,I'm Fine,방탄소년단,4,하이브
2019-01-16,71,Euphoria,방탄소년단,3,하이브
2019-01-16,77,Answer : Love Myself,방탄소년단,3,하이브
2019-01-16,78,전하지 못한 진심 (Feat. Steve Aoki),방탄소년단,3,하이브
2019-01-16,92,Epiphany,방탄소년단,1,하이브
2019-01-16,94,Anpanman,방탄소년단,1,하이브
2019-01-17,26,IDOL,방탄소년단,8,하이브
2019-01-17,38,FAKE LOVE,방탄소년단,7,하이브
2019-01-17,47,봄날,방탄소년단,6,하이브
2019-01-17,62,DNA,방탄소년단,4,하이브
2019-01-17,65,I'm Fine,방탄소년단,4,하이브
2019-01-17,73,Euphoria,방탄소년단,3,하이브
2019-01-17,79,Answer : Love Myself,방탄소년단,3,하이브
2019-01-17,80,전하지 못한 진심 (Feat. Steve Aoki),방탄소년단,3,하이브
2019-01-17,93,Epiphany,방탄소년단,1,하이브
2019-01-17,95,Anpanman,방탄소년단,1,하이브
2019-01-18,24,IDOL,방탄소년단,8,하이브
2019-01-18,37,FAKE LOVE,방탄소년단,7,하이브
2019-01-18,49,봄날,방탄소년단,6,하이브
2019-01-18,61,DNA,방탄소년단,4,하이브
2019-01-18,64,I'm Fine,방탄소년단,4,하이브
2019-01-18,75,Euphoria,방탄소년단,3,하이브
2019-01-18,80,Answer : Love Myself,방탄소년단,3,하이브
2019-01-18,81,전하지 못한 진심 (Feat. Steve Aoki),방탄소년단,2,하이브
2019-01-18,93,Epiphany,방탄소년단,1,하이브
2019-01-18,94,Anpanman,방탄소년단,1,하이브
2019-01-19,25,IDOL,방탄소년단,8,하이브
2019-01-19,40,FAKE LOVE,방탄소년단,7,하이브
2019-01-19,48,봄날,방탄소년단,6,하이브
2019-01-19,60,DNA,방탄소년단,5,하이브
2019-01-19,63,I'm Fine,방탄소년단,4,하이브
2019-01-19,73,Euphoria,방탄소년단,3,하이브
2019-01-19,76,Answer : Love Myself,방탄소년단,3,하이브
2019-01-19,79,전하지 못한 진심 (Feat. Steve Aoki),방탄소년단,3,하이브
2019-01-19,96,Epiphany,방탄소년단,1,하이브
2019-01-19,97,Anpanman,방탄소년단,1,하이브
2019-01-20,26,IDOL,방탄소년단,8,하이브
2019-01-20,39,FAKE LOVE,방탄소년단,7,하이브
2019-01-20,46,봄날,방탄소년단,6,하이브
2019-01-20,61,DNA,방탄소년단,4,하이브
2019-01-20,62,I'm Fine,방탄소년단,4,하이브
2019-01-20,72,Euphoria,방탄소년단,3,하이브
2019-01-20,75,Answer : Love Myself,방탄소년단,3,하이브
2019-01-20,80,전하지 못한 진심 (Feat. Steve Aoki),방탄소년단,3,하이브
2019-01-20,95,Epiphany,방탄소년단,1,하이브
2019-01-20,98,Anpanman,방탄소년단,1,하이브
2019-01-21,27,IDOL,방탄소년단,8,하이브
2019-01-21,39,FAKE LOVE,방탄소년단,7,하이브
2019-01-21,48,봄날,방탄소년단,6,하이브
2019-01-21,62,DNA,방탄소년단,4,하이브
2019-01-21,64,I'm Fine,방탄소년단,4,하이브
2019-01-21,73,Euphoria,방탄소년단,3,하이브
2019-01-21,75,Answer : Love Myself,방탄소년단,3,하이브
2019-01-21,78,전하지 못한 진심 (Feat. Steve Aoki),방탄소년단,3,하이브
