Date,Rank,Title,Artist,Score
2023-01-02,77,Butter,방탄소년단,3
2023-01-02,78,봄날,방탄소년단,3
2023-01-02,79,아버지,임영웅,3
2023-01-02,80,첫 눈,EXO,3
2023-01-02,81,All I Want for Christmas Is You,Mariah Carey,2
2023-01-02,82,Graduation,NCT DREAM,2
2023-01-02,83,Polaroid,임영웅,2
2023-01-02,84,Permission to Dance,방탄소년단,2
2023-01-02,85,도깨비불 (Illusion),aespa,2
2023-01-02,86,내 손을 잡아,아이유,2
2023-01-02,87,Santa Tell Me,Ariana Grande,2
2023-01-02,88,A bientot,임영웅,2
2023-01-02,89,인생찬가,임영웅,2
2023-01-02,90,Off My Face,Justin Bieber,2
2023-01-02,91,Yet To Come,방탄소년단,1
2023-01-02,92,신호등,이무진,1
2023-01-02,93,SNEAKERS,ITZY (있지),1
2023-01-02,94,미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ),아이유,1
2023-01-02,95,WE (Feat. 박재범) (Prod. by Slom),"제이켠 (J'Kyun), 이영지, 잠비노 (Jambino), 토이고 (toigo), XINSAYNE",1
2023-01-02,96,손이 참 곱던 그대,임영웅,1
2023-01-02,97,사랑해 진짜,임영웅,1
2023-01-02,98,드라마,아이유,1
2023-01-02,99,사랑한다고 말해줘,탑현,1
2023-01-02,100,스티커 사진,21학번,1
2023-01-03,1,Ditto,NewJeans,10
2023-01-03,2,OMG,NewJeans,10
2023-01-03,3,사건의 지평선,윤하 (YOUNHA),10
2023-01-03,4,Hype boy,NewJeans,10
2023-01-03,5,NOT SORRY (Feat. pH-1) (Prod. by Slom),이영지,10
2023-01-03,6,ANTIFRAGILE,LE SSERAFIM (르세라핌),10
2023-01-03,7,Candy,NCT DREAM,10
2023-01-03,8,After LIKE,IVE (아이브),10
2023-01-03,9,Attention,NewJeans,10
2023-01-03,10,Nxde,(여자)아이들,10
2023-01-03,11,마이웨이 (MY WAY) (Prod. R.Tee),"R.Tee, 맥대디 (Mckdaddy), 저스디스 (JUSTHIS), 던말릭 (DON MALIK), 로스 (Los), 허성현 (Huh), KHAN",9
2023-01-03,12,새삥 (Prod. ZICO) (Feat. 호미들),지코 (ZICO),9
2023-01-03,13,LOVE DIVE,IVE (아이브),9
2023-01-03,14,Monologue,테이,9
2023-01-03,15,너의 모든 순간,성시경,9
2023-01-03,16,Shut Down,BLACKPINK,9
2023-01-03,17,그대를 알고,송하예,9
2023-01-03,18,사랑은 늘 도망가,임영웅,9
2023-01-03,19,Cookie,NewJeans,9
2023-01-03,20,잘가요,주호,9
2023-01-03,21,해요 (2022),#안녕,8
2023-01-03,22,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack] (Feat. FIFA Sound),"방탄소년단, 정국",8
2023-01-03,23,사랑인가 봐,멜로망스,8
2023-01-03,24,Pink Venom,BLACKPINK,8
2023-01-03,25,Rush Hour (Feat. j-hope of BTS),Crush,8
2023-01-03,26,TOMBOY,(여자)아이들,8
2023-01-03,27,내가 아니라도,주호,8
2023-01-03,28,그때 그 순간 그대로 (그그그),WSG워너비 (가야G),8
2023-01-03,29,자격지심 (Feat. ZICO),BE'O (비오),8
2023-01-03,30,WHEN I MOVE,카라,8
2023-01-03,31,딱 10CM만,"10CM, BIG Naughty (서동현)",7
2023-01-03,32,"미운오리새끼 (Feat. 선우정아, BOBBY) (Prod. R.Tee)",허성현 (Huh),7
2023-01-03,33,FEARLESS,LE SSERAFIM (르세라핌),7
2023-01-03,34,그라데이션,10CM,7
2023-01-03,35,취중고백,김민석 (멜로망스),7
2023-01-03,36,정이라고 하자 (Feat. 10CM),BIG Naughty (서동현),7
2023-01-03,37,"눈 (EYE) (Feat. BIG Naughty, 저스디스 (JUSTHIS)) (Prod. R.Tee)",던말릭 (DON MALIK),7
2023-01-03,38,그 겨울이 잠든 거리에서,"전건호, 경서예지",7
2023-01-03,39,Snowman,Sia,7
2023-01-03,40,나의 X에게,경서,7
2023-01-03,41,우리들의 블루스,임영웅,6
2023-01-03,42,ELEVEN,IVE (아이브),6
2023-01-03,43,다정히 내 이름을 부르면,"전건호, 경서예지",6
2023-01-03,44,Say I Love You,우디 (Woody),6
2023-01-03,45,보고싶었어,WSG워너비(4FIRE),6
2023-01-03,46,첫사랑,백아,6
2023-01-03,47,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,6
2023-01-03,48,떠나보낼 준비해 둘걸 그랬어,임한별,6
2023-01-03,49,That's Hilarious,Charlie Puth,6
2023-01-03,50,우린 그렇게 사랑해서,"강민경 (다비치), 잔나비 최정훈",6
2023-01-03,51,LOVE me,BE'O (비오),5
2023-01-03,52,밤하늘의 별을(2020),경서,5
2023-01-03,53,I Don't Think That I Like Her,Charlie Puth,5
2023-01-03,54,다시 만날 수 있을까,임영웅,5
2023-01-03,55,오르트구름,윤하 (YOUNHA),5
2023-01-03,56,위하여 (We Higher) (Prod. GroovyRoom),"릴보이 (lIlBOI), 그루비룸 (GroovyRoom), 블라세 (BLAS?), Chillin Homie, 노윤하, Polodared, Fleeky Bang",5
2023-01-03,57,내 기쁨은 너가 벤틀리를 끄는 거야,김승민,5
2023-01-03,58,새벽에 걸려온 너의 전화는,한동근,5
2023-01-03,59,눈이 오잖아(Feat.헤이즈),이무진,5
2023-01-03,60,STAY,"Justin Bieber, The Kid LAROI",5
2023-01-03,61,그댄 행복에 살텐데 (2022),최유리,4
2023-01-03,62,"빡 (Feat. 팔로알토 (Paloalto), 저스디스 (JUSTHIS)) (Prod. R.Tee)",던말릭 (DON MALIK),4
2023-01-03,63,Dynamite,방탄소년단,4
2023-01-03,64,That That (prod. & feat. SUGA of BTS),싸이 (PSY),4
2023-01-03,65,봄여름가을겨울 (Still Life),BIGBANG (빅뱅),4
2023-01-03,66,주저하는 연인들을 위해,잔나비,4
2023-01-03,67,아픈 나를 (Prod. By 나얼),성시경,4
2023-01-03,68,"나침반 (Feat. UNEDUCATED KID, 수퍼비 (SUPERBEE)) (Prod. R.Tee)",KHAN,4
2023-01-03,69,Love story,볼빨간사춘기,4
2023-01-03,70,이제 나만 믿어요,임영웅,4
2023-01-03,71,FOREVER 1,소녀시대 (GIRLS' GENERATION),3
2023-01-03,72,무지개,임영웅,3
2023-01-03,73,이 소설의 끝을 다시 써보려 해,테이,3
2023-01-03,74,흩어지지 않게,엠씨더맥스 (M.C the MAX),3
2023-01-03,75,Butter,방탄소년단,3
2023-01-03,76,London Boy,임영웅,3
2023-01-03,77,"WITCH (Feat. 박재범, So!YoON!) (Prod. by Slom)",이영지,3
2023-01-03,78,봄날,방탄소년단,3
2023-01-03,79,아버지,임영웅,3
2023-01-03,80,Polaroid,임영웅,3
2023-01-03,81,Permission to Dance,방탄소년단,2
2023-01-03,82,Graduation,NCT DREAM,2
2023-01-03,83,첫 눈,EXO,2
2023-01-03,84,도깨비불 (Illusion),aespa,2
2023-01-03,85,All I Want for Christmas Is You,Mariah Carey,2
2023-01-03,86,Yet To Come,방탄소년단,2
2023-01-03,87,A bientot,임영웅,2
2023-01-03,88,Off My Face,Justin Bieber,2
2023-01-03,89,인생찬가,임영웅,2
2023-01-03,90,내 손을 잡아,아이유,2
2023-01-03,91,신호등,이무진,1
2023-01-03,92,Santa Tell Me,Ariana Grande,1
2023-01-03,93,SNEAKERS,ITZY (있지),1
2023-01-03,94,손이 참 곱던 그대,임영웅,1
2023-01-03,95,사랑해 진짜,임영웅,1
2023-01-03,96,드라마,아이유,1
2023-01-03,97,WE (Feat. 박재범) (Prod. by Slom),"제이켠 (J'Kyun), 이영지, 잠비노 (Jambino), 토이고 (toigo), XINSAYNE",1
2023-01-03,98,사랑한다고 말해줘,탑현,1
2023-01-03,99,미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ),아이유,1
2023-01-03,100,Feel My Rhythm,Red Velvet (레드벨벳),1
2023-01-04,1,Ditto,NewJeans,10
2023-01-04,2,사건의 지평선,윤하 (YOUNHA),10
2023-01-04,3,OMG,NewJeans,10
2023-01-04,4,Hype boy,NewJeans,10
2023-01-04,5,NOT SORRY (Feat. pH-1) (Prod. by Slom),이영지,10
2023-01-04,6,ANTIFRAGILE,LE SSERAFIM (르세라핌),10
2023-01-04,7,Candy,NCT DREAM,10
2023-01-04,8,Attention,NewJeans,10
2023-01-04,9,After LIKE,IVE (아이브),10
2023-01-04,10,Nxde,(여자)아이들,10
2023-01-04,11,마이웨이 (MY WAY) (Prod. R.Tee),"R.Tee, 맥대디 (Mckdaddy), 저스디스 (JUSTHIS), 던말릭 (DON MALIK), 로스 (Los), 허성현 (Huh), KHAN",9
2023-01-04,12,새삥 (Prod. ZICO) (Feat. 호미들),지코 (ZICO),9
2023-01-04,13,LOVE DIVE,IVE (아이브),9
2023-01-04,14,Monologue,테이,9
2023-01-04,15,너의 모든 순간,성시경,9
2023-01-04,16,Shut Down,BLACKPINK,9
2023-01-04,17,Cookie,NewJeans,9
2023-01-04,18,그대를 알고,송하예,9
2023-01-04,19,사랑은 늘 도망가,임영웅,9
2023-01-04,20,잘가요,주호,9
2023-01-04,21,해요 (2022),#안녕,8
2023-01-04,22,사랑인가 봐,멜로망스,8
2023-01-04,23,Pink Venom,BLACKPINK,8
2023-01-04,24,Rush Hour (Feat. j-hope of BTS),Crush,8
2023-01-04,25,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack] (Feat. FIFA Sound),"방탄소년단, 정국",8
2023-01-04,26,TOMBOY,(여자)아이들,8
2023-01-04,27,내가 아니라도,주호,8
2023-01-04,28,자격지심 (Feat. ZICO),BE'O (비오),8
2023-01-04,29,그때 그 순간 그대로 (그그그),WSG워너비 (가야G),8
2023-01-04,30,FEARLESS,LE SSERAFIM (르세라핌),8
2023-01-04,31,딱 10CM만,"10CM, BIG Naughty (서동현)",7
2023-01-04,32,WHEN I MOVE,카라,7
2023-01-04,33,그라데이션,10CM,7
2023-01-04,34,취중고백,김민석 (멜로망스),7
2023-01-04,35,정이라고 하자 (Feat. 10CM),BIG Naughty (서동현),7
2023-01-04,36,"미운오리새끼 (Feat. 선우정아, BOBBY) (Prod. R.Tee)",허성현 (Huh),7
2023-01-04,37,나의 X에게,경서,7
2023-01-04,38,"눈 (EYE) (Feat. BIG Naughty, 저스디스 (JUSTHIS)) (Prod. R.Tee)",던말릭 (DON MALIK),7
2023-01-04,39,ELEVEN,IVE (아이브),7
2023-01-04,40,그 겨울이 잠든 거리에서,"전건호, 경서예지",7
2023-01-04,41,Snowman,Sia,6
2023-01-04,42,다정히 내 이름을 부르면,"전건호, 경서예지",6
2023-01-04,43,우리들의 블루스,임영웅,6
2023-01-04,44,Say I Love You,우디 (Woody),6
2023-01-04,45,보고싶었어,WSG워너비(4FIRE),6
2023-01-04,46,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,6
2023-01-04,47,That's Hilarious,Charlie Puth,6
2023-01-04,48,첫사랑,백아,6
2023-01-04,49,떠나보낼 준비해 둘걸 그랬어,임한별,6
2023-01-04,50,우린 그렇게 사랑해서,"강민경 (다비치), 잔나비 최정훈",6
2023-01-04,51,LOVE me,BE'O (비오),5
2023-01-04,52,I Don't Think That I Like Her,Charlie Puth,5
2023-01-04,53,오르트구름,윤하 (YOUNHA),5
2023-01-04,54,밤하늘의 별을(2020),경서,5
2023-01-04,55,다시 만날 수 있을까,임영웅,5
2023-01-04,56,위하여 (We Higher) (Prod. GroovyRoom),"릴보이 (lIlBOI), 그루비룸 (GroovyRoom), 블라세 (BLAS?), Chillin Homie, 노윤하, Polodared, Fleeky Bang",5
2023-01-04,57,새벽에 걸려온 너의 전화는,한동근,5
2023-01-04,58,내 기쁨은 너가 벤틀리를 끄는 거야,김승민,5
2023-01-04,59,STAY,"Justin Bieber, The Kid LAROI",5
2023-01-04,60,눈이 오잖아(Feat.헤이즈),이무진,5
2023-01-04,61,그댄 행복에 살텐데 (2022),최유리,4
2023-01-04,62,Dynamite,방탄소년단,4
2023-01-04,63,That That (prod. & feat. SUGA of BTS),싸이 (PSY),4
2023-01-04,64,봄여름가을겨울 (Still Life),BIGBANG (빅뱅),4
2023-01-04,65,주저하는 연인들을 위해,잔나비,4
2023-01-04,66,"빡 (Feat. 팔로알토 (Paloalto), 저스디스 (JUSTHIS)) (Prod. R.Tee)",던말릭 (DON MALIK),4
2023-01-04,67,아픈 나를 (Prod. By 나얼),성시경,4
2023-01-04,68,Love story,볼빨간사춘기,4
2023-01-04,69,이제 나만 믿어요,임영웅,4
2023-01-04,70,FOREVER 1,소녀시대 (GIRLS' GENERATION),4
2023-01-04,71,"나침반 (Feat. UNEDUCATED KID, 수퍼비 (SUPERBEE)) (Prod. R.Tee)",KHAN,3
2023-01-04,72,무지개,임영웅,3
2023-01-04,73,Butter,방탄소년단,3
2023-01-04,74,흩어지지 않게,엠씨더맥스 (M.C the MAX),3
2023-01-04,75,이 소설의 끝을 다시 써보려 해,테이,3
2023-01-04,76,봄날,방탄소년단,3
2023-01-04,77,London Boy,임영웅,3
2023-01-04,78,"WITCH (Feat. 박재범, So!YoON!) (Prod. by Slom)",이영지,3
2023-01-04,79,아버지,임영웅,3
2023-01-04,80,도깨비불 (Illusion),aespa,3
2023-01-04,81,Permission to Dance,방탄소년단,2
2023-01-04,82,Polaroid,임영웅,2
2023-01-04,83,Graduation,NCT DREAM,2
2023-01-04,84,첫 눈,EXO,2
2023-01-04,85,Yet To Come,방탄소년단,2
2023-01-04,86,Off My Face,Justin Bieber,2
2023-01-04,87,A bientot,임영웅,2
2023-01-04,88,신호등,이무진,2
2023-01-04,89,내 손을 잡아,아이유,2
2023-01-04,90,인생찬가,임영웅,2
2023-01-04,91,All I Want for Christmas Is You,Mariah Carey,1
2023-01-04,92,SNEAKERS,ITZY (있지),1
2023-01-04,93,손이 참 곱던 그대,임영웅,1
2023-01-04,94,사랑해 진짜,임영웅,1
2023-01-04,95,드라마,아이유,1
2023-01-04,96,strawberry moon,아이유,1
2023-01-04,97,Santa Tell Me,Ariana Grande,1
2023-01-04,98,사랑한다고 말해줘,탑현,1
2023-01-04,99,Feel My Rhythm,Red Velvet (레드벨벳),1
2023-01-04,100,연애편지,임영웅,1
2023-01-05,1,Ditto,NewJeans,10
2023-01-05,2,사건의 지평선,윤하 (YOUNHA),10
2023-01-05,3,Hype boy,NewJeans,10
2023-01-05,4,OMG,NewJeans,10
2023-01-05,5,NOT SORRY (Feat. pH-1) (Prod. by Slom),이영지,10
2023-01-05,6,ANTIFRAGILE,LE SSERAFIM (르세라핌),10
2023-01-05,7,Candy,NCT DREAM,10
2023-01-05,8,Attention,NewJeans,10
2023-01-05,9,After LIKE,IVE (아이브),10
2023-01-05,10,Nxde,(여자)아이들,10
2023-01-05,11,마이웨이 (MY WAY) (Prod. R.Tee),"R.Tee, 맥대디 (Mckdaddy), 저스디스 (JUSTHIS), 던말릭 (DON MALIK), 로스 (Los), 허성현 (Huh), KHAN",9
2023-01-05,12,새삥 (Prod. ZICO) (Feat. 호미들),지코 (ZICO),9
2023-01-05,13,LOVE DIVE,IVE (아이브),9
2023-01-05,14,Monologue,테이,9
2023-01-05,15,너의 모든 순간,성시경,9
2023-01-05,16,Shut Down,BLACKPINK,9
2023-01-05,17,Cookie,NewJeans,9
2023-01-05,18,그대를 알고,송하예,9
2023-01-05,19,사랑은 늘 도망가,임영웅,9
2023-01-05,20,해요 (2022),#안녕,9
2023-01-05,21,사랑인가 봐,멜로망스,8
2023-01-05,22,잘가요,주호,8
2023-01-05,23,Pink Venom,BLACKPINK,8
2023-01-05,24,Rush Hour (Feat. j-hope of BTS),Crush,8
2023-01-05,25,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack] (Feat. FIFA Sound),"방탄소년단, 정국",8
2023-01-05,26,TOMBOY,(여자)아이들,8
2023-01-05,27,내가 아니라도,주호,8
2023-01-05,28,그때 그 순간 그대로 (그그그),WSG워너비 (가야G),8
2023-01-05,29,자격지심 (Feat. ZICO),BE'O (비오),8
2023-01-05,30,FEARLESS,LE SSERAFIM (르세라핌),8
