Date,Rank,Title,Artist
2020-06-12,72,Painkiller,Ruel
2020-06-12,73,니가 왜 거기서 나와 (Narr. 고은아),영탁
2020-06-12,74,Inner Child,방탄소년단
2020-06-12,75,너에게 가는 이 길 위에서 (너.이.길),백현 (BAEKHYUN)
2020-06-12,76,Stay Tonight,청하
2020-06-12,77,자나깨나 (Feat. 조이 of Red Velvet),Crush
2020-06-12,78,일이 너무 잘 돼,헤이즈 (Heize)
2020-06-12,79,Louder than bombs,방탄소년단
2020-06-12,80,욱 (UGH!),방탄소년단
2020-06-12,81,Bungee,백현 (BAEKHYUN)
2020-06-12,82,바램,임영웅
2020-06-12,83,Interlude : Shadow,방탄소년단
2020-06-12,84,12:45 (Stripped),Etham
2020-06-12,85,안녕과 안녕으로,이예준
2020-06-12,86,Love Again,백현 (BAEKHYUN)
2020-06-12,87,Outro : Ego,방탄소년단
2020-06-12,88,너를 만나,폴킴
2020-06-12,89,Birthday,Anne-Marie
2020-06-12,90,사랑이란 멜로는 없어,전상근
2020-06-12,91,시든 꽃에 물을 주듯,HYNN (박혜원)
2020-06-12,92,Respect,방탄소년단
2020-06-12,93,조금 취했어 (Prod. 2soo),임재현
2020-06-12,94,Obsession,EXO
2020-06-12,95,"다시 난, 여기",백예린 (Yerin Baek)
2020-06-12,96,"사랑, 하자",수호 (SUHO)
2020-06-12,97,"Yours (Feat. 이하이, 창모)","찬열 (CHANYEOL), Raiden"
2020-06-12,98,포장마차,황인욱
2020-06-12,99,Square (2017),백예린 (Yerin Baek)
2020-06-12,100,사랑에 연습이 있었다면 (Prod. 2soo),임재현
2020-06-13,1,에잇(Prod.&Feat. SUGA of BTS),아이유
2020-06-13,2,아로하,조정석
2020-06-13,3,사랑하게 될 줄 알았어,전미도
2020-06-13,4,깡 Official Remix,"박재범, 식케이 (Sik-K), pH-1, 김하온 (HAON)"
2020-06-13,5,MORE & MORE,TWICE (트와이스)
2020-06-13,6,살짝 설렜어 (Nonstop),오마이걸 (OH MY GIRL)
2020-06-13,7,나비와 고양이 (feat.백현 (BAEKHYUN)),볼빨간사춘기
2020-06-13,8,좋은 사람 있으면 소개시켜줘,조이 (JOY)
2020-06-13,9,"너에게 난, 나에게 넌",미도와 파라솔
2020-06-13,10,시작,가호 (Gaho)
2020-06-13,11,처음처럼,엠씨더맥스 (M.C the MAX)
2020-06-13,12,Dance Monkey,Tones And I
2020-06-13,13,아무노래,지코 (ZICO)
2020-06-13,14,Dolphin,오마이걸 (OH MY GIRL)
2020-06-13,15,화려하지 않은 고백,규현 (KYUHYUN)
2020-06-13,16,Memories,Maroon 5
2020-06-13,17,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준
2020-06-13,18,ON,방탄소년단
2020-06-13,19,METEOR,창모 (CHANGMO)
2020-06-13,20,어떻게 지내 (Prod. By VAN.C),오반
2020-06-13,21,Blueming,아이유
2020-06-13,22,Don't Start Now,Dua Lipa
2020-06-13,23,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단
2020-06-13,24,덤더럼 (Dumhdurum),Apink (에이핑크)
2020-06-13,25,그대 고운 내사랑,어반자카파
2020-06-13,26,Candy,백현 (BAEKHYUN)
2020-06-13,27,2002,Anne-Marie
2020-06-13,28,내 눈물 모아,휘인 (Whee In)
2020-06-13,29,늦은 밤 너의 집 앞 골목길에서,노을
2020-06-13,30,마음을 드려요,아이유
2020-06-13,31,돌덩이,하현우 (국카스텐)
2020-06-13,32,그때 그 아인,김필
2020-06-13,33,이제 나만 믿어요,임영웅
2020-06-13,34,Psycho,Red Velvet (레드벨벳)
2020-06-13,35,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB)
2020-06-13,36,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤)
2020-06-13,37,Maniac,Conan Gray
2020-06-13,38,취했나봐,황인욱
2020-06-13,39,너를 사랑하고 있어,백현 (BAEKHYUN)
2020-06-13,40,반만,진민호
2020-06-13,41,Happy,태연 (TAEYEON)
2020-06-13,42,WANNABE,ITZY (있지)
2020-06-13,43,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴
2020-06-13,44,00:00 (Zero O’Clock),방탄소년단
2020-06-13,45,어떻게 지내 (답가),런치
2020-06-13,46,깡,비
2020-06-13,47,우리 왜 헤어져야 해,신예영
2020-06-13,48,찐이야,영탁
2020-06-13,49,Black Swan,방탄소년단
2020-06-13,50,FIESTA,IZ*ONE (아이즈원)
2020-06-13,51,우리 만남이,폴킴
2020-06-13,52,친구,방탄소년단
2020-06-13,53,안녕,폴킴
2020-06-13,54,Paris in the Rain,Lauv
2020-06-13,55,Love poem,아이유
2020-06-13,56,Stuck with U,"Justin Bieber, Ariana Grande"
2020-06-13,57,Lonely Night,권진아
2020-06-13,58,사랑은 지날수록 더욱 선명하게 남아,전상근
2020-06-13,59,HIP,마마무 (Mamamoo)
2020-06-13,60,Filter,방탄소년단
2020-06-13,61,너를 그린 우주 (Insomnia2020) (Feat. 이라온),마크툽 (MAKTUB)
2020-06-13,62,bad guy,Billie Eilish
2020-06-13,63,밤이 깊었네 (Drama Ver.),미도와 파라솔
2020-06-13,64,니가 왜 거기서 나와 (Narr. 고은아),영탁
2020-06-13,65,Moon,방탄소년단
2020-06-13,66,품,볼빨간사춘기
2020-06-13,67,작사가,헤이즈 (Heize)
2020-06-13,68,To Die For,Sam Smith
2020-06-13,69,시차,방탄소년단
2020-06-13,70,Painkiller,Ruel
2020-06-13,71,어느 60대 노부부이야기,임영웅
2020-06-13,72,We are Bulletproof : the Eternal,방탄소년단
2020-06-13,73,봄날,방탄소년단
2020-06-13,74,Inner Child,방탄소년단
2020-06-13,75,12:45 (Stripped),Etham
2020-06-13,76,너에게 가는 이 길 위에서 (너.이.길),백현 (BAEKHYUN)
2020-06-13,77,Stay Tonight,청하
2020-06-13,78,Louder than bombs,방탄소년단
2020-06-13,79,자나깨나 (Feat. 조이 of Red Velvet),Crush
2020-06-13,80,욱 (UGH!),방탄소년단
2020-06-13,81,안녕과 안녕으로,이예준
2020-06-13,82,바램,임영웅
2020-06-13,83,Interlude : Shadow,방탄소년단
2020-06-13,84,Bungee,백현 (BAEKHYUN)
2020-06-13,85,Outro : Ego,방탄소년단
2020-06-13,86,너를 만나,폴킴
2020-06-13,87,사랑이란 멜로는 없어,전상근
2020-06-13,88,시든 꽃에 물을 주듯,HYNN (박혜원)
2020-06-13,89,조금 취했어 (Prod. 2soo),임재현
2020-06-13,90,Love Again,백현 (BAEKHYUN)
2020-06-13,91,Respect,방탄소년단
2020-06-13,92,일이 너무 잘 돼,헤이즈 (Heize)
2020-06-13,93,Birthday,Anne-Marie
2020-06-13,94,Obsession,EXO
2020-06-13,95,포장마차,황인욱
2020-06-13,96,태양처럼,하현우 (국카스텐)
2020-06-13,97,"다시 난, 여기",백예린 (Yerin Baek)
2020-06-13,98,Square (2017),백예린 (Yerin Baek)
2020-06-13,99,"사랑, 하자",수호 (SUHO)
2020-06-13,100,"Yours (Feat. 이하이, 창모)","찬열 (CHANYEOL), Raiden"
2020-06-14,1,에잇(Prod.&Feat. SUGA of BTS),아이유
2020-06-14,2,아로하,조정석
2020-06-14,3,사랑하게 될 줄 알았어,전미도
2020-06-14,4,MORE & MORE,TWICE (트와이스)
2020-06-14,5,깡 Official Remix,"박재범, 식케이 (Sik-K), pH-1, 김하온 (HAON)"
2020-06-14,6,살짝 설렜어 (Nonstop),오마이걸 (OH MY GIRL)
2020-06-14,7,나비와 고양이 (feat.백현 (BAEKHYUN)),볼빨간사춘기
2020-06-14,8,좋은 사람 있으면 소개시켜줘,조이 (JOY)
2020-06-14,9,"너에게 난, 나에게 넌",미도와 파라솔
2020-06-14,10,시작,가호 (Gaho)
2020-06-14,11,처음처럼,엠씨더맥스 (M.C the MAX)
2020-06-14,12,Dance Monkey,Tones And I
2020-06-14,13,Memories,Maroon 5
2020-06-14,14,화려하지 않은 고백,규현 (KYUHYUN)
2020-06-14,15,Dolphin,오마이걸 (OH MY GIRL)
2020-06-14,16,아무노래,지코 (ZICO)
2020-06-14,17,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준
2020-06-14,18,ON,방탄소년단
2020-06-14,19,어떻게 지내 (Prod. By VAN.C),오반
2020-06-14,20,METEOR,창모 (CHANGMO)
2020-06-14,21,Blueming,아이유
2020-06-14,22,Don't Start Now,Dua Lipa
2020-06-14,23,Candy,백현 (BAEKHYUN)
2020-06-14,24,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단
2020-06-14,25,그대 고운 내사랑,어반자카파
2020-06-14,26,덤더럼 (Dumhdurum),Apink (에이핑크)
2020-06-14,27,2002,Anne-Marie
2020-06-14,28,이제 나만 믿어요,임영웅
2020-06-14,29,내 눈물 모아,휘인 (Whee In)
2020-06-14,30,마음을 드려요,아이유
2020-06-14,31,늦은 밤 너의 집 앞 골목길에서,노을
2020-06-14,32,돌덩이,하현우 (국카스텐)
2020-06-14,33,그때 그 아인,김필
2020-06-14,34,좋아한다니까,염따
2020-06-14,35,Maniac,Conan Gray
2020-06-14,36,Psycho,Red Velvet (레드벨벳)
2020-06-14,37,너를 사랑하고 있어,백현 (BAEKHYUN)
2020-06-14,38,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB)
2020-06-14,39,취했나봐,황인욱
2020-06-14,40,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤)
2020-06-14,41,어떻게 지내 (답가),런치
2020-06-14,42,반만,진민호
2020-06-14,43,Happy,태연 (TAEYEON)
2020-06-14,44,WANNABE,ITZY (있지)
2020-06-14,45,00:00 (Zero O’Clock),방탄소년단
2020-06-14,46,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴
2020-06-14,47,깡,비
2020-06-14,48,우리 왜 헤어져야 해,신예영
2020-06-14,49,Downtown Baby,블루 (BLOO)
2020-06-14,50,찐이야,영탁
2020-06-14,51,우리 만남이,폴킴
2020-06-14,52,FIESTA,IZ*ONE (아이즈원)
2020-06-14,53,Black Swan,방탄소년단
2020-06-14,54,친구,방탄소년단
2020-06-14,55,Love poem,아이유
2020-06-14,56,사랑은 지날수록 더욱 선명하게 남아,전상근
2020-06-14,57,안녕,폴킴
2020-06-14,58,Paris in the Rain,Lauv
2020-06-14,59,Stuck with U,"Justin Bieber, Ariana Grande"
2020-06-14,60,Lonely Night,권진아
2020-06-14,61,작사가,헤이즈 (Heize)
2020-06-14,62,너를 그린 우주 (Insomnia2020) (Feat. 이라온),마크툽 (MAKTUB)
2020-06-14,63,HIP,마마무 (Mamamoo)
2020-06-14,64,니가 왜 거기서 나와 (Narr. 고은아),영탁
2020-06-14,65,밤이 깊었네 (Drama Ver.),미도와 파라솔
2020-06-14,66,Filter,방탄소년단
2020-06-14,67,bad guy,Billie Eilish
2020-06-14,68,품,볼빨간사춘기
2020-06-14,69,Moon,방탄소년단
2020-06-14,70,To Die For,Sam Smith
2020-06-14,71,Painkiller,Ruel
2020-06-14,72,12:45 (Stripped),Etham
2020-06-14,73,어느 60대 노부부이야기,임영웅
2020-06-14,74,봄날,방탄소년단
2020-06-14,75,시차,방탄소년단
2020-06-14,76,We are Bulletproof : the Eternal,방탄소년단
2020-06-14,77,개인주의 (Feat. Zion.T),적재
2020-06-14,78,안녕과 안녕으로,이예준
2020-06-14,79,너에게 가는 이 길 위에서 (너.이.길),백현 (BAEKHYUN)
2020-06-14,80,Inner Child,방탄소년단
2020-06-14,81,태양처럼,하현우 (국카스텐)
2020-06-14,82,자나깨나 (Feat. 조이 of Red Velvet),Crush
2020-06-14,83,Stay Tonight,청하
2020-06-14,84,Bungee,백현 (BAEKHYUN)
2020-06-14,85,바램,임영웅
2020-06-14,86,Louder than bombs,방탄소년단
2020-06-14,87,욱 (UGH!),방탄소년단
2020-06-14,88,너를 만나,폴킴
2020-06-14,89,사랑이란 멜로는 없어,전상근
2020-06-14,90,조금 취했어 (Prod. 2soo),임재현
2020-06-14,91,시든 꽃에 물을 주듯,HYNN (박혜원)
2020-06-14,92,Love Again,백현 (BAEKHYUN)
2020-06-14,93,일이 너무 잘 돼,헤이즈 (Heize)
2020-06-14,94,Birthday,Anne-Marie
2020-06-14,95,Interlude : Shadow,방탄소년단
2020-06-14,96,Outro : Ego,방탄소년단
2020-06-14,97,포장마차,황인욱
2020-06-14,98,"다시 난, 여기",백예린 (Yerin Baek)
2020-06-14,99,Square (2017),백예린 (Yerin Baek)
2020-06-14,100,Respect,방탄소년단
2020-06-15,1,에잇(Prod.&Feat. SUGA of BTS),아이유
2020-06-15,2,아로하,조정석
2020-06-15,3,사랑하게 될 줄 알았어,전미도
2020-06-15,4,MORE & MORE,TWICE (트와이스)
2020-06-15,5,환상동화 (Secret Story of the Swan),IZ*ONE (아이즈원)
2020-06-15,6,깡 Official Remix,"박재범, 식케이 (Sik-K), pH-1, 김하온 (HAON)"
2020-06-15,7,살짝 설렜어 (Nonstop),오마이걸 (OH MY GIRL)
2020-06-15,8,나비와 고양이 (feat.백현 (BAEKHYUN)),볼빨간사춘기
2020-06-15,9,좋은 사람 있으면 소개시켜줘,조이 (JOY)
2020-06-15,10,"너에게 난, 나에게 넌",미도와 파라솔
2020-06-15,11,Dance Monkey,Tones And I
2020-06-15,12,처음처럼,엠씨더맥스 (M.C the MAX)
2020-06-15,13,시작,가호 (Gaho)
2020-06-15,14,화려하지 않은 고백,규현 (KYUHYUN)
2020-06-15,15,Memories,Maroon 5
2020-06-15,16,Dolphin,오마이걸 (OH MY GIRL)
2020-06-15,17,아무노래,지코 (ZICO)
2020-06-15,18,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준
2020-06-15,19,ON,방탄소년단
2020-06-15,20,어떻게 지내 (Prod. By VAN.C),오반
2020-06-15,21,METEOR,창모 (CHANGMO)
2020-06-15,22,Blueming,아이유
2020-06-15,23,Don't Start Now,Dua Lipa
2020-06-15,24,Candy,백현 (BAEKHYUN)
2020-06-15,25,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단
2020-06-15,26,그대 고운 내사랑,어반자카파
2020-06-15,27,덤더럼 (Dumhdurum),Apink (에이핑크)
2020-06-15,28,Downtown Baby,블루 (BLOO)
2020-06-15,29,2002,Anne-Marie
2020-06-15,30,이제 나만 믿어요,임영웅
2020-06-15,31,마음을 드려요,아이유
2020-06-15,32,내 눈물 모아,휘인 (Whee In)
2020-06-15,33,늦은 밤 너의 집 앞 골목길에서,노을
2020-06-15,34,그때 그 아인,김필
2020-06-15,35,돌덩이,하현우 (국카스텐)
2020-06-15,36,Psycho,Red Velvet (레드벨벳)
2020-06-15,37,너를 사랑하고 있어,백현 (BAEKHYUN)
2020-06-15,38,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤)
2020-06-15,39,Maniac,Conan Gray
2020-06-15,40,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB)
2020-06-15,41,안부 (feat.찬열),이선희
2020-06-15,42,FIESTA,IZ*ONE (아이즈원)
2020-06-15,43,취했나봐,황인욱
2020-06-15,44,Happy,태연 (TAEYEON)
2020-06-15,45,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴
2020-06-15,46,반만,진민호
2020-06-15,47,어떻게 지내 (답가),런치
2020-06-15,48,WANNABE,ITZY (있지)
2020-06-15,49,00:00 (Zero O’Clock),방탄소년단
2020-06-15,50,우리 왜 헤어져야 해,신예영
2020-06-15,51,깡,비
2020-06-15,52,우리 만남이,폴킴
2020-06-15,53,Love poem,아이유
2020-06-15,54,Black Swan,방탄소년단
2020-06-15,55,안녕,폴킴
2020-06-15,56,친구,방탄소년단
2020-06-15,57,찐이야,영탁
2020-06-15,58,사랑은 지날수록 더욱 선명하게 남아,전상근
2020-06-15,59,Stuck with U,"Justin Bieber, Ariana Grande"
2020-06-15,60,Paris in the Rain,Lauv
2020-06-15,61,좋아한다니까,염따
2020-06-15,62,HIP,마마무 (Mamamoo)
2020-06-15,63,Lonely Night,권진아
2020-06-15,64,작사가,헤이즈 (Heize)
2020-06-15,65,너를 그린 우주 (Insomnia2020) (Feat. 이라온),마크툽 (MAKTUB)
2020-06-15,66,bad guy,Billie Eilish
2020-06-15,67,밤이 깊었네 (Drama Ver.),미도와 파라솔
2020-06-15,68,Filter,방탄소년단
2020-06-15,69,품,볼빨간사춘기
2020-06-15,70,Moon,방탄소년단
2020-06-15,71,어느 60대 노부부이야기,임영웅
2020-06-15,72,니가 왜 거기서 나와 (Narr. 고은아),영탁
2020-06-15,73,봄날,방탄소년단
2020-06-15,74,To Die For,Sam Smith
2020-06-15,75,시차,방탄소년단
2020-06-15,76,We are Bulletproof : the Eternal,방탄소년단
2020-06-15,77,너에게 가는 이 길 위에서 (너.이.길),백현 (BAEKHYUN)
2020-06-15,78,Painkiller,Ruel
2020-06-15,79,Inner Child,방탄소년단
2020-06-15,80,Bungee,백현 (BAEKHYUN)
2020-06-15,81,12:45 (Stripped),Etham
2020-06-15,82,바램,임영웅
2020-06-15,83,안녕과 안녕으로,이예준
2020-06-15,84,욱 (UGH!),방탄소년단
2020-06-15,85,Stay Tonight,청하
2020-06-15,86,Louder than bombs,방탄소년단
2020-06-15,87,자나깨나 (Feat. 조이 of Red Velvet),Crush
2020-06-15,88,Love Again,백현 (BAEKHYUN)
2020-06-15,89,너를 만나,폴킴
2020-06-15,90,Interlude : Shadow,방탄소년단
2020-06-15,91,Obsession,EXO
2020-06-15,92,시든 꽃에 물을 주듯,HYNN (박혜원)
2020-06-15,93,사랑이란 멜로는 없어,전상근
2020-06-15,94,Outro : Ego,방탄소년단
2020-06-15,95,"Yours (Feat. 이하이, 창모)","찬열 (CHANYEOL), Raiden"
2020-06-15,96,조금 취했어 (Prod. 2soo),임재현
2020-06-15,97,Respect,방탄소년단
2020-06-15,98,일이 너무 잘 돼,헤이즈 (Heize)
2020-06-15,99,Birthday,Anne-Marie
2020-06-15,100,"사랑, 하자",수호 (SUHO)
2020-06-16,1,에잇(Prod.&Feat. SUGA of BTS),아이유
2020-06-16,2,아로하,조정석
2020-06-16,3,사랑하게 될 줄 알았어,전미도
2020-06-16,4,MORE & MORE,TWICE (트와이스)
2020-06-16,5,환상동화 (Secret Story of the Swan),IZ*ONE (아이즈원)
2020-06-16,6,깡 Official Remix,"박재범, 식케이 (Sik-K), pH-1, 김하온 (HAON)"
2020-06-16,7,살짝 설렜어 (Nonstop),오마이걸 (OH MY GIRL)
2020-06-16,8,Downtown Baby,블루 (BLOO)
2020-06-16,9,나비와 고양이 (feat.백현 (BAEKHYUN)),볼빨간사춘기
2020-06-16,10,좋은 사람 있으면 소개시켜줘,조이 (JOY)
2020-06-16,11,"너에게 난, 나에게 넌",미도와 파라솔
2020-06-16,12,Dance Monkey,Tones And I
2020-06-16,13,시작,가호 (Gaho)
2020-06-16,14,Memories,Maroon 5
2020-06-16,15,처음처럼,엠씨더맥스 (M.C the MAX)
2020-06-16,16,Dolphin,오마이걸 (OH MY GIRL)
2020-06-16,17,썸 타긴 뭘 타,백아연
2020-06-16,18,화려하지 않은 고백,규현 (KYUHYUN)
2020-06-16,19,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준
2020-06-16,20,아무노래,지코 (ZICO)
2020-06-16,21,어떻게 지내 (Prod. By VAN.C),오반
2020-06-16,22,ON,방탄소년단
2020-06-16,23,METEOR,창모 (CHANGMO)
2020-06-16,24,Blueming,아이유
2020-06-16,25,Don't Start Now,Dua Lipa
2020-06-16,26,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단
2020-06-16,27,Candy,백현 (BAEKHYUN)
2020-06-16,28,덤더럼 (Dumhdurum),Apink (에이핑크)
2020-06-16,29,그대 고운 내사랑,어반자카파
2020-06-16,30,2002,Anne-Marie
2020-06-16,31,이제 나만 믿어요,임영웅
2020-06-16,32,마음을 드려요,아이유
2020-06-16,33,늦은 밤 너의 집 앞 골목길에서,노을
2020-06-16,34,내 눈물 모아,휘인 (Whee In)
2020-06-16,35,그때 그 아인,김필
2020-06-16,36,돌덩이,하현우 (국카스텐)
2020-06-16,37,FIESTA,IZ*ONE (아이즈원)
2020-06-16,38,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤)
2020-06-16,39,Psycho,Red Velvet (레드벨벳)
2020-06-16,40,Maniac,Conan Gray
2020-06-16,41,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB)
2020-06-16,42,너를 사랑하고 있어,백현 (BAEKHYUN)
2020-06-16,43,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴
2020-06-16,44,어떻게 지내 (답가),런치
2020-06-16,45,WANNABE,ITZY (있지)
2020-06-16,46,취했나봐,황인욱
2020-06-16,47,반만,진민호
2020-06-16,48,Happy,태연 (TAEYEON)
2020-06-16,49,00:00 (Zero O’Clock),방탄소년단
2020-06-16,50,우리 왜 헤어져야 해,신예영
2020-06-16,51,Love poem,아이유
2020-06-16,52,깡,비
2020-06-16,53,우리 만남이,폴킴
2020-06-16,54,Black Swan,방탄소년단
2020-06-16,55,안녕,폴킴
2020-06-16,56,찐이야,영탁
2020-06-16,57,친구,방탄소년단
2020-06-16,58,사랑은 지날수록 더욱 선명하게 남아,전상근
2020-06-16,59,Stuck with U,"Justin Bieber, Ariana Grande"
2020-06-16,60,Paris in the Rain,Lauv
2020-06-16,61,HIP,마마무 (Mamamoo)
2020-06-16,62,Lonely Night,권진아
2020-06-16,63,안부 (feat.찬열),이선희
2020-06-16,64,너를 그린 우주 (Insomnia2020) (Feat. 이라온),마크툽 (MAKTUB)
2020-06-16,65,bad guy,Billie Eilish
2020-06-16,66,작사가,헤이즈 (Heize)
2020-06-16,67,Filter,방탄소년단
2020-06-16,68,밤이 깊었네 (Drama Ver.),미도와 파라솔
2020-06-16,69,Moon,방탄소년단
2020-06-16,70,어느 60대 노부부이야기,임영웅
2020-06-16,71,비가 내린다,닐로(Nilo)
2020-06-16,72,니가 왜 거기서 나와 (Narr. 고은아),영탁
2020-06-16,73,봄날,방탄소년단
2020-06-16,74,품,볼빨간사춘기
2020-06-16,75,여자사람 친구,"임슬옹, Kei (케이)"
2020-06-16,76,시차,방탄소년단
2020-06-16,77,To Die For,Sam Smith
2020-06-16,78,We are Bulletproof : the Eternal,방탄소년단
2020-06-16,79,좋아한다니까,염따
2020-06-16,80,너에게 가는 이 길 위에서 (너.이.길),백현 (BAEKHYUN)
2020-06-16,81,Painkiller,Ruel
2020-06-16,82,Inner Child,방탄소년단
2020-06-16,83,바램,임영웅
2020-06-16,84,12:45 (Stripped),Etham
2020-06-16,85,Bungee,백현 (BAEKHYUN)
2020-06-16,86,욱 (UGH!),방탄소년단
2020-06-16,87,Louder than bombs,방탄소년단
2020-06-16,88,안녕과 안녕으로,이예준
2020-06-16,89,Stay Tonight,청하
2020-06-16,90,Love Again,백현 (BAEKHYUN)
2020-06-16,91,너를 만나,폴킴
2020-06-16,92,자나깨나 (Feat. 조이 of Red Velvet),Crush
2020-06-16,93,Interlude : Shadow,방탄소년단
2020-06-16,94,Obsession,EXO
2020-06-16,95,"Yours (Feat. 이하이, 창모)","찬열 (CHANYEOL), Raiden"
2020-06-16,96,Outro : Ego,방탄소년단
2020-06-16,97,시든 꽃에 물을 주듯,HYNN (박혜원)
2020-06-16,98,사랑이란 멜로는 없어,전상근
2020-06-16,99,조금 취했어 (Prod. 2soo),임재현
2020-06-16,100,Respect,방탄소년단
2020-06-17,1,에잇(Prod.&Feat. SUGA of BTS),아이유
2020-06-17,2,Downtown Baby,블루 (BLOO)
2020-06-17,3,아로하,조정석
2020-06-17,4,사랑하게 될 줄 알았어,전미도
2020-06-17,5,MORE & MORE,TWICE (트와이스)
2020-06-17,6,살짝 설렜어 (Nonstop),오마이걸 (OH MY GIRL)
2020-06-17,7,깡 Official Remix,"박재범, 식케이 (Sik-K), pH-1, 김하온 (HAON)"
2020-06-17,8,환상동화 (Secret Story of the Swan),IZ*ONE (아이즈원)
2020-06-17,9,나비와 고양이 (feat.백현 (BAEKHYUN)),볼빨간사춘기
2020-06-17,10,좋은 사람 있으면 소개시켜줘,조이 (JOY)
2020-06-17,11,Dance Monkey,Tones And I
2020-06-17,12,"너에게 난, 나에게 넌",미도와 파라솔
2020-06-17,13,Memories,Maroon 5
2020-06-17,14,시작,가호 (Gaho)
2020-06-17,15,처음처럼,엠씨더맥스 (M.C the MAX)
2020-06-17,16,Dolphin,오마이걸 (OH MY GIRL)
2020-06-17,17,화려하지 않은 고백,규현 (KYUHYUN)
2020-06-17,18,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준
2020-06-17,19,아무노래,지코 (ZICO)
2020-06-17,20,어떻게 지내 (Prod. By VAN.C),오반
2020-06-17,21,언제라도 어디에서라도,정승환
2020-06-17,22,METEOR,창모 (CHANGMO)
2020-06-17,23,ON,방탄소년단
2020-06-17,24,Blueming,아이유
2020-06-17,25,Don't Start Now,Dua Lipa
2020-06-17,26,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단
2020-06-17,27,덤더럼 (Dumhdurum),Apink (에이핑크)
2020-06-17,28,그대 고운 내사랑,어반자카파
2020-06-17,29,Candy,백현 (BAEKHYUN)
2020-06-17,30,2002,Anne-Marie
2020-06-17,31,마음을 드려요,아이유
2020-06-17,32,이제 나만 믿어요,임영웅
2020-06-17,33,늦은 밤 너의 집 앞 골목길에서,노을
2020-06-17,34,내 눈물 모아,휘인 (Whee In)
2020-06-17,35,그때 그 아인,김필
2020-06-17,36,돌덩이,하현우 (국카스텐)
2020-06-17,37,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤)
2020-06-17,38,FIESTA,IZ*ONE (아이즈원)
2020-06-17,39,Psycho,Red Velvet (레드벨벳)
2020-06-17,40,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB)
2020-06-17,41,Maniac,Conan Gray
2020-06-17,42,썸 타긴 뭘 타,백아연
2020-06-17,43,너를 사랑하고 있어,백현 (BAEKHYUN)
2020-06-17,44,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴
2020-06-17,45,어떻게 지내 (답가),런치
2020-06-17,46,취했나봐,황인욱
2020-06-17,47,WANNABE,ITZY (있지)
2020-06-17,48,반만,진민호
2020-06-17,49,Happy,태연 (TAEYEON)
2020-06-17,50,우리 왜 헤어져야 해,신예영
2020-06-17,51,00:00 (Zero O’Clock),방탄소년단
2020-06-17,52,Love poem,아이유
2020-06-17,53,우리 만남이,폴킴
2020-06-17,54,깡,비
2020-06-17,55,Black Swan,방탄소년단
2020-06-17,56,안녕,폴킴
2020-06-17,57,사랑은 지날수록 더욱 선명하게 남아,전상근
2020-06-17,58,친구,방탄소년단
2020-06-17,59,Paris in the Rain,Lauv
2020-06-17,60,찐이야,영탁
2020-06-17,61,Stuck with U,"Justin Bieber, Ariana Grande"
2020-06-17,62,HIP,마마무 (Mamamoo)
2020-06-17,63,Lonely Night,권진아
2020-06-17,64,너를 그린 우주 (Insomnia2020) (Feat. 이라온),마크툽 (MAKTUB)
2020-06-17,65,Filter,방탄소년단
2020-06-17,66,bad guy,Billie Eilish
2020-06-17,67,비가 내린다,닐로(Nilo)
2020-06-17,68,Moon,방탄소년단
2020-06-17,69,봄날,방탄소년단
2020-06-17,70,밤이 깊었네 (Drama Ver.),미도와 파라솔
2020-06-17,71,어느 60대 노부부이야기,임영웅
2020-06-17,72,작사가,헤이즈 (Heize)
2020-06-17,73,니가 왜 거기서 나와 (Narr. 고은아),영탁
2020-06-17,74,시차,방탄소년단
