Date,Rank,Title,Artist,Score
2021-01-02,5,"내일이 오면 (Feat. 기리보이, BIG Naughty (서동현))",릴보이 (lIlBOI),10
2021-01-02,6,힘든 건 사랑이 아니다,임창정,10
2021-01-02,7,취기를 빌려 (취향저격 그녀 X 산들),산들,10
2021-01-02,8,Lovesick Girls,BLACKPINK,10
2021-01-02,9,Life Goes On,방탄소년단,10
2021-01-02,10,"CREDIT (Feat. 염따, 기리보이, Zion.T)",릴보이 (lIlBOI),10
2021-01-02,11,오래된 노래,스탠딩 에그,9
2021-01-02,12,Savage Love (Laxed - Siren Beat) (BTS Remix),"Jason Derulo, 방탄소년단, Jawsh 685",9
2021-01-02,13,내 마음이 움찔했던 순간 (취향저격 그녀 X 규현),규현 (KYUHYUN),9
2021-01-02,14,"Achoo (Feat. pH-1, HAON) (Prod. GroovyRoom)",미란이 (MIRANI),9
2021-01-02,15,"ON AIR (Feat. 로꼬, 박재범 & GRAY)",릴보이 (lIlBOI),9
2021-01-02,16,Freak (Prod. Slom),"릴보이 (lIlBOI), 원슈타인, Chillin Homie, 스카이민혁 (Skyminhyuk)",9
2021-01-02,17,나랑 같이 걸을래 (바른연애 길잡이 X 적재),적재,9
2021-01-02,18,에잇(Prod.&Feat. SUGA of BTS),아이유,9
2021-01-02,19,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),9
2021-01-02,20,When We Disco (Duet with 선미),박진영,9
2021-01-02,21,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,8
2021-01-02,22,혼술하고 싶은 밤,벤,8
2021-01-02,23,뿌리 (Feat. JUSTHIS) (Prod. GroovyRoom),Khundi Panda,8
2021-01-02,24,늦은 밤 너의 집 앞 골목길에서,노을,8
2021-01-02,25,어떻게 지내 (Prod. By VAN.C),오반,8
2021-01-02,26,딩가딩가 (Dingga),마마무 (Mamamoo),8
2021-01-02,27,악역 (Feat. 이하이 & 사이먼 도미닉) (Prod. 코드 쿤스트),스윙스,8
2021-01-02,28,How You Like That,BLACKPINK,8
2021-01-02,29,서면역에서,순순희,8
2021-01-02,30,아로하,조정석,8
2021-01-02,31,METEOR,창모 (CHANGMO),7
2021-01-02,32,Dolphin,오마이걸 (OH MY GIRL),7
2021-01-02,33,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,7
2021-01-02,34,Blueming,아이유,7
2021-01-02,35,DON'T TOUCH ME,환불원정대,7
2021-01-02,36,사실 나는 (Feat.전건호),경서예지,7
2021-01-02,37,All I Want for Christmas Is You,Mariah Carey,7
2021-01-02,38,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,7
2021-01-02,39,거짓말이라도 해서 널 보고싶어,백지영,7
2021-01-02,40,I CAN’T STOP ME,TWICE (트와이스),7
2021-01-02,41,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),6
2021-01-02,42,마음을 드려요,아이유,6
2021-01-02,43,Santa Tell Me,Ariana Grande,6
2021-01-02,44,고독하구만 (Feat. 수퍼비) (Prod. GroovyRoom),머쉬베놈 (MUSHVENOM),6
2021-01-02,45,Snowman,Sia,6
2021-01-02,46,Memories,Maroon 5,6
2021-01-02,47,마리아 (Maria),화사 (Hwa Sa),6
2021-01-02,48,시작,가호 (Gaho),6
2021-01-02,49,사랑은 지날수록 더욱 선명하게 남아,전상근,6
2021-01-02,50,뻔한남자,이승기,6
2021-01-02,51,가을밤에 든 생각,잔나비,5
2021-01-02,52,홀로,이하이,5
2021-01-02,53,눈누난나 (NUNU NANA),제시 (Jessi),5
2021-01-02,54,그날에 나는 맘이 편했을까,이예준,5
2021-01-02,55,우리 왜 헤어져야 해,신예영,5
2021-01-02,56,봄날,방탄소년단,5
2021-01-02,57,Dance Monkey,Tones And I,5
2021-01-02,58,한잔이면 지워질까,황인욱,5
2021-01-02,59,미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ),아이유,5
2021-01-02,60,"여백의 미 (Feat. Jessi, JUSTHIS) (Prod. GroovyRoom)",머쉬베놈 (MUSHVENOM),5
2021-01-02,61,살짝 설렜어 (Nonstop),오마이걸 (OH MY GIRL),4
2021-01-02,62,What Do I Call You,태연 (TAEYEON),4
2021-01-02,63,Downtown Baby,블루 (BLOO),4
2021-01-02,64,2002,Anne-Marie,4
2021-01-02,65,소확행,임창정,4
2021-01-02,66,"사랑 못해, 남들 쉽게 다 하는 거",먼데이 키즈 (Monday Kiz),4
2021-01-02,67,안녕,폴킴,4
2021-01-02,68,Panorama,IZ*ONE (아이즈원),4
2021-01-02,69,잘할게,이승기,4
2021-01-02,70,이제 나만 믿어요,임영웅,4
2021-01-02,71,너를 만나,폴킴,3
2021-01-02,72,처음처럼,엠씨더맥스 (M.C the MAX),3
2021-01-02,73,행복해,송하예,3
2021-01-02,74,너의 번호를 누르고 (Prod. 영화처럼),#안녕,3
2021-01-02,75,"가다 (Feat. 사이먼 도미닉, The Quiett) (Prod. SLO)",머쉬베놈 (MUSHVENOM),3
2021-01-02,76,적외선 카메라,원슈타인,3
2021-01-02,77,사랑하게 될 줄 알았어,전미도,3
2021-01-02,78,Don't Start Now,Dua Lipa,3
2021-01-02,79,Love poem,아이유,3
2021-01-02,80,별을 담은 시 (Ode To The Stars),"마크툽 (MAKTUB), 이라온",3
2021-01-02,81,For You (Feat. Crush),이하이,2
2021-01-02,82,우린 어쩌다 헤어진 걸까,허각,2
2021-01-02,83,다시 여기 바닷가,"싹쓰리 (유두래곤, 린다G, 비룡)",2
2021-01-02,84,아무노래,지코 (ZICO),2
2021-01-02,85,Maniac,Conan Gray,2
2021-01-02,86,원해 (Feat. 팔로알토) (Prod. 코드 쿤스트),"스윙스, 맥대디 (Mckdaddy), 래원 (Layone), Khakii (카키)",2
2021-01-02,87,나로 바꾸자 (duet with JYP),비,2
2021-01-02,88,Bad Boy,"Christopher, 청하",2
2021-01-02,89,12:45 (Stripped),Etham,2
2021-01-02,90,너도 아는,폴킴,2
2021-01-02,91,크리스마스니까,"박효신, 성시경, 이석훈, 서인국, VIXX (빅스)",1
2021-01-02,92,놓아줘 (with 태연),Crush,1
2021-01-02,93,Paris in the Rain,Lauv,1
2021-01-02,94,ON,방탄소년단,1
2021-01-02,95,Black Mamba,aespa,1
2021-01-02,96,부어라 비워라 (Tricker) (Prod. GroovyRoom),머쉬베놈 (MUSHVENOM),1
2021-01-02,97,Blue & Grey,방탄소년단,1
2021-01-02,98,요즘,양다일,1
2021-01-02,99,내 방을 여행하는 법,방탄소년단,1
2021-01-02,100,12월의 어느 겨울…,윤도 (YoonDo),1
2021-01-03,1,VVS (Feat. JUSTHIS) (Prod. GroovyRoom),"Khundi Panda, 머쉬베놈 (MUSHVENOM), 먼치맨(MUNCHMAN), 미란이 (MIRANI)",10
2021-01-03,2,밤하늘의 별을(2020),경서,10
2021-01-03,3,Dynamite,방탄소년단,10
2021-01-03,4,잠이 오질 않네요,장범준,10
2021-01-03,5,"내일이 오면 (Feat. 기리보이, BIG Naughty (서동현))",릴보이 (lIlBOI),10
2021-01-03,6,힘든 건 사랑이 아니다,임창정,10
2021-01-03,7,취기를 빌려 (취향저격 그녀 X 산들),산들,10
2021-01-03,8,Lovesick Girls,BLACKPINK,10
2021-01-03,9,Life Goes On,방탄소년단,10
2021-01-03,10,"CREDIT (Feat. 염따, 기리보이, Zion.T)",릴보이 (lIlBOI),10
2021-01-03,11,오래된 노래,스탠딩 에그,9
2021-01-03,12,Savage Love (Laxed - Siren Beat) (BTS Remix),"Jason Derulo, 방탄소년단, Jawsh 685",9
2021-01-03,13,내 마음이 움찔했던 순간 (취향저격 그녀 X 규현),규현 (KYUHYUN),9
2021-01-03,14,"Achoo (Feat. pH-1, HAON) (Prod. GroovyRoom)",미란이 (MIRANI),9
2021-01-03,15,"ON AIR (Feat. 로꼬, 박재범 & GRAY)",릴보이 (lIlBOI),9
2021-01-03,16,나랑 같이 걸을래 (바른연애 길잡이 X 적재),적재,9
2021-01-03,17,Freak (Prod. Slom),"릴보이 (lIlBOI), 원슈타인, Chillin Homie, 스카이민혁 (Skyminhyuk)",9
2021-01-03,18,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),9
2021-01-03,19,에잇(Prod.&Feat. SUGA of BTS),아이유,9
2021-01-03,20,When We Disco (Duet with 선미),박진영,9
2021-01-03,21,혼술하고 싶은 밤,벤,8
2021-01-03,22,뿌리 (Feat. JUSTHIS) (Prod. GroovyRoom),Khundi Panda,8
2021-01-03,23,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,8
2021-01-03,24,어떻게 지내 (Prod. By VAN.C),오반,8
2021-01-03,25,늦은 밤 너의 집 앞 골목길에서,노을,8
2021-01-03,26,딩가딩가 (Dingga),마마무 (Mamamoo),8
2021-01-03,27,악역 (Feat. 이하이 & 사이먼 도미닉) (Prod. 코드 쿤스트),스윙스,8
2021-01-03,28,How You Like That,BLACKPINK,8
2021-01-03,29,서면역에서,순순희,8
2021-01-03,30,아로하,조정석,8
2021-01-03,31,METEOR,창모 (CHANGMO),7
2021-01-03,32,Dolphin,오마이걸 (OH MY GIRL),7
2021-01-03,33,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,7
2021-01-03,34,Blueming,아이유,7
2021-01-03,35,DON'T TOUCH ME,환불원정대,7
2021-01-03,36,사실 나는 (Feat.전건호),경서예지,7
2021-01-03,37,I CAN’T STOP ME,TWICE (트와이스),7
2021-01-03,38,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,7
2021-01-03,39,거짓말이라도 해서 널 보고싶어,백지영,7
2021-01-03,40,마음을 드려요,아이유,7
2021-01-03,41,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),6
2021-01-03,42,All I Want for Christmas Is You,Mariah Carey,6
2021-01-03,43,고독하구만 (Feat. 수퍼비) (Prod. GroovyRoom),머쉬베놈 (MUSHVENOM),6
2021-01-03,44,마리아 (Maria),화사 (Hwa Sa),6
2021-01-03,45,Memories,Maroon 5,6
2021-01-03,46,Santa Tell Me,Ariana Grande,6
2021-01-03,47,뻔한남자,이승기,6
2021-01-03,48,Snowman,Sia,6
2021-01-03,49,시작,가호 (Gaho),6
2021-01-03,50,그날에 나는 맘이 편했을까,이예준,6
2021-01-03,51,사랑은 지날수록 더욱 선명하게 남아,전상근,5
2021-01-03,52,홀로,이하이,5
2021-01-03,53,가을밤에 든 생각,잔나비,5
2021-01-03,54,우리 왜 헤어져야 해,신예영,5
2021-01-03,55,눈누난나 (NUNU NANA),제시 (Jessi),5
2021-01-03,56,What Do I Call You,태연 (TAEYEON),5
2021-01-03,57,봄날,방탄소년단,5
2021-01-03,58,한잔이면 지워질까,황인욱,5
2021-01-03,59,"여백의 미 (Feat. Jessi, JUSTHIS) (Prod. GroovyRoom)",머쉬베놈 (MUSHVENOM),5
2021-01-03,60,살짝 설렜어 (Nonstop),오마이걸 (OH MY GIRL),5
2021-01-03,61,Dance Monkey,Tones And I,4
2021-01-03,62,미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ),아이유,4
2021-01-03,63,Downtown Baby,블루 (BLOO),4
2021-01-03,64,나로 바꾸자 (duet with JYP),비,4
2021-01-03,65,2002,Anne-Marie,4
2021-01-03,66,소확행,임창정,4
2021-01-03,67,"사랑 못해, 남들 쉽게 다 하는 거",먼데이 키즈 (Monday Kiz),4
2021-01-03,68,Panorama,IZ*ONE (아이즈원),4
2021-01-03,69,잘할게,이승기,4
2021-01-03,70,너를 만나,폴킴,4
2021-01-03,71,안녕,폴킴,3
2021-01-03,72,이제 나만 믿어요,임영웅,3
2021-01-03,73,행복해,송하예,3
2021-01-03,74,너의 번호를 누르고 (Prod. 영화처럼),#안녕,3
2021-01-03,75,처음처럼,엠씨더맥스 (M.C the MAX),3
2021-01-03,76,우린 어쩌다 헤어진 걸까,허각,3
2021-01-03,77,"가다 (Feat. 사이먼 도미닉, The Quiett) (Prod. SLO)",머쉬베놈 (MUSHVENOM),3
2021-01-03,78,적외선 카메라,원슈타인,3
2021-01-03,79,Love poem,아이유,3
2021-01-03,80,사랑하게 될 줄 알았어,전미도,3
2021-01-03,81,별을 담은 시 (Ode To The Stars),"마크툽 (MAKTUB), 이라온",2
2021-01-03,82,Don't Start Now,Dua Lipa,2
2021-01-03,83,For You (Feat. Crush),이하이,2
2021-01-03,84,너도 아는,폴킴,2
2021-01-03,85,다시 여기 바닷가,"싹쓰리 (유두래곤, 린다G, 비룡)",2
2021-01-03,86,원해 (Feat. 팔로알토) (Prod. 코드 쿤스트),"스윙스, 맥대디 (Mckdaddy), 래원 (Layone), Khakii (카키)",2
2021-01-03,87,아무노래,지코 (ZICO),2
2021-01-03,88,Bad Boy,"Christopher, 청하",2
2021-01-03,89,12:45 (Stripped),Etham,2
2021-01-03,90,놓아줘 (with 태연),Crush,2
2021-01-03,91,Black Mamba,aespa,1
2021-01-03,92,ON,방탄소년단,1
2021-01-03,93,Maniac,Conan Gray,1
2021-01-03,94,Paris in the Rain,Lauv,1
2021-01-03,95,크리스마스니까,"박효신, 성시경, 이석훈, 서인국, VIXX (빅스)",1
2021-01-03,96,요즘,양다일,1
2021-01-03,97,Blue & Grey,방탄소년단,1
2021-01-03,98,12월의 어느 겨울…,윤도 (YoonDo),1
2021-01-03,99,부어라 비워라 (Tricker) (Prod. GroovyRoom),머쉬베놈 (MUSHVENOM),1
2021-01-03,100,내 방을 여행하는 법,방탄소년단,1
2021-01-04,1,VVS (Feat. JUSTHIS) (Prod. GroovyRoom),"Khundi Panda, 머쉬베놈 (MUSHVENOM), 먼치맨(MUNCHMAN), 미란이 (MIRANI)",10
2021-01-04,2,밤하늘의 별을(2020),경서,10
2021-01-04,3,Dynamite,방탄소년단,10
2021-01-04,4,잠이 오질 않네요,장범준,10
2021-01-04,5,"내일이 오면 (Feat. 기리보이, BIG Naughty (서동현))",릴보이 (lIlBOI),10
2021-01-04,6,힘든 건 사랑이 아니다,임창정,10
2021-01-04,7,취기를 빌려 (취향저격 그녀 X 산들),산들,10
2021-01-04,8,Lovesick Girls,BLACKPINK,10
2021-01-04,9,Life Goes On,방탄소년단,10
2021-01-04,10,오래된 노래,스탠딩 에그,10
2021-01-04,11,"CREDIT (Feat. 염따, 기리보이, Zion.T)",릴보이 (lIlBOI),9
2021-01-04,12,Savage Love (Laxed - Siren Beat) (BTS Remix),"Jason Derulo, 방탄소년단, Jawsh 685",9
2021-01-04,13,내 마음이 움찔했던 순간 (취향저격 그녀 X 규현),규현 (KYUHYUN),9
2021-01-04,14,"Achoo (Feat. pH-1, HAON) (Prod. GroovyRoom)",미란이 (MIRANI),9
2021-01-04,15,나랑 같이 걸을래 (바른연애 길잡이 X 적재),적재,9
2021-01-04,16,"ON AIR (Feat. 로꼬, 박재범 & GRAY)",릴보이 (lIlBOI),9
2021-01-04,17,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),9
2021-01-04,18,에잇(Prod.&Feat. SUGA of BTS),아이유,9
2021-01-04,19,Freak (Prod. Slom),"릴보이 (lIlBOI), 원슈타인, Chillin Homie, 스카이민혁 (Skyminhyuk)",9
2021-01-04,20,When We Disco (Duet with 선미),박진영,9
2021-01-04,21,혼술하고 싶은 밤,벤,8
2021-01-04,22,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,8
2021-01-04,23,늦은 밤 너의 집 앞 골목길에서,노을,8
2021-01-04,24,뿌리 (Feat. JUSTHIS) (Prod. GroovyRoom),Khundi Panda,8
2021-01-04,25,딩가딩가 (Dingga),마마무 (Mamamoo),8
2021-01-04,26,어떻게 지내 (Prod. By VAN.C),오반,8
2021-01-04,27,How You Like That,BLACKPINK,8
2021-01-04,28,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,8
2021-01-04,29,아로하,조정석,8
2021-01-04,30,악역 (Feat. 이하이 & 사이먼 도미닉) (Prod. 코드 쿤스트),스윙스,8
2021-01-04,31,METEOR,창모 (CHANGMO),7
2021-01-04,32,서면역에서,순순희,7
2021-01-04,33,Dolphin,오마이걸 (OH MY GIRL),7
2021-01-04,34,Blueming,아이유,7
2021-01-04,35,DON'T TOUCH ME,환불원정대,7
2021-01-04,36,사실 나는 (Feat.전건호),경서예지,7
2021-01-04,37,I CAN’T STOP ME,TWICE (트와이스),7
2021-01-04,38,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,7
2021-01-04,39,마음을 드려요,아이유,7
2021-01-04,40,거짓말이라도 해서 널 보고싶어,백지영,7
2021-01-04,41,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),6
2021-01-04,42,뻔한남자,이승기,6
2021-01-04,43,마리아 (Maria),화사 (Hwa Sa),6
2021-01-04,44,Memories,Maroon 5,6
2021-01-04,45,고독하구만 (Feat. 수퍼비) (Prod. GroovyRoom),머쉬베놈 (MUSHVENOM),6
2021-01-04,46,시작,가호 (Gaho),6
2021-01-04,47,사랑은 지날수록 더욱 선명하게 남아,전상근,6
2021-01-04,48,All I Want for Christmas Is You,Mariah Carey,6
2021-01-04,49,그날에 나는 맘이 편했을까,이예준,6
2021-01-04,50,홀로,이하이,6
2021-01-04,51,Snowman,Sia,5
2021-01-04,52,우리 왜 헤어져야 해,신예영,5
2021-01-04,53,눈누난나 (NUNU NANA),제시 (Jessi),5
2021-01-04,54,봄날,방탄소년단,5
2021-01-04,55,Santa Tell Me,Ariana Grande,5
2021-01-04,56,가을밤에 든 생각,잔나비,5
2021-01-04,57,What Do I Call You,태연 (TAEYEON),5
2021-01-04,58,살짝 설렜어 (Nonstop),오마이걸 (OH MY GIRL),5
2021-01-04,59,한잔이면 지워질까,황인욱,5
2021-01-04,60,Dance Monkey,Tones And I,5
2021-01-04,61,Downtown Baby,블루 (BLOO),4
2021-01-04,62,2002,Anne-Marie,4
2021-01-04,63,나로 바꾸자 (duet with JYP),비,4
2021-01-04,64,"사랑 못해, 남들 쉽게 다 하는 거",먼데이 키즈 (Monday Kiz),4
2021-01-04,65,"여백의 미 (Feat. Jessi, JUSTHIS) (Prod. GroovyRoom)",머쉬베놈 (MUSHVENOM),4
2021-01-04,66,소확행,임창정,4
2021-01-04,67,안녕,폴킴,4
2021-01-04,68,Panorama,IZ*ONE (아이즈원),4
2021-01-04,69,잘할게,이승기,4
2021-01-04,70,너를 만나,폴킴,4
2021-01-04,71,미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ),아이유,3
2021-01-04,72,행복해,송하예,3
2021-01-04,73,처음처럼,엠씨더맥스 (M.C the MAX),3
2021-01-04,74,이제 나만 믿어요,임영웅,3
2021-01-04,75,너의 번호를 누르고 (Prod. 영화처럼),#안녕,3
2021-01-04,76,Love poem,아이유,3
2021-01-04,77,사랑하게 될 줄 알았어,전미도,3
2021-01-04,78,우린 어쩌다 헤어진 걸까,허각,3
2021-01-04,79,Don't Start Now,Dua Lipa,3
2021-01-04,80,적외선 카메라,원슈타인,3
2021-01-04,81,"가다 (Feat. 사이먼 도미닉, The Quiett) (Prod. SLO)",머쉬베놈 (MUSHVENOM),2
2021-01-04,82,별을 담은 시 (Ode To The Stars),"마크툽 (MAKTUB), 이라온",2
2021-01-04,83,너도 아는,폴킴,2
2021-01-04,84,Bad Boy,"Christopher, 청하",2
2021-01-04,85,다시 여기 바닷가,"싹쓰리 (유두래곤, 린다G, 비룡)",2
2021-01-04,86,아무노래,지코 (ZICO),2
2021-01-04,87,For You (Feat. Crush),이하이,2
2021-01-04,88,12:45 (Stripped),Etham,2
2021-01-04,89,원해 (Feat. 팔로알토) (Prod. 코드 쿤스트),"스윙스, 맥대디 (Mckdaddy), 래원 (Layone), Khakii (카키)",2
2021-01-04,90,놓아줘 (with 태연),Crush,2
2021-01-04,91,ON,방탄소년단,1
2021-01-04,92,Black Mamba,aespa,1
2021-01-04,93,Maniac,Conan Gray,1
2021-01-04,94,Paris in the Rain,Lauv,1
2021-01-04,95,Blue & Grey,방탄소년단,1
2021-01-04,96,내 방을 여행하는 법,방탄소년단,1
2021-01-04,97,크리스마스니까,"박효신, 성시경, 이석훈, 서인국, VIXX (빅스)",1
2021-01-04,98,12월의 어느 겨울…,윤도 (YoonDo),1
2021-01-04,99,부어라 비워라 (Tricker) (Prod. GroovyRoom),머쉬베놈 (MUSHVENOM),1
2021-01-04,100,요즘,양다일,1
